;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches
HE_9_3_C;1;1279.49917731627;1916.57074502101;0.262730265276317;0.992767973544005;28.8778000031016;"FM";"1";0;0;0;0;0;21.3995999984036;"FM";"1";12;0;0;[9.32952303175248, 12.1852369693823, 12.1852369693823, 12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 19.3328735577513, 12.1852369693823, 11.3137084989848, 9.32952303175248, 9.32952303175248];[51.2, 71.68, 92.16, 92.16, 61.44, 71.68, 51.2, 143.36, 81.92, 61.44, 51.2, 61.44];890.88;127.347100002225;"Scratch_PD";"1";0;0;0;0;0;0;84.7854999992705
HE_10_3_C;1;1297.65451302181;1904.56885127166;0.227140686903825;0.99459289211245;40.4701000006753;"FM";"1";0;0;0;0;0;31.1149999979534;"FM";"1";11;0;0;[9.32952303175248, 15.1789327688082, 16.4730082255792, 9.32952303175248, 12.1852369693823, 8.15843122174846, 13.7637204272682, 12.1852369693823, 11.3137084989848, 9.32952303175248, 11.3137084989848];[61.44, 143.36, 133.12, 51.2, 81.92, 51.2, 112.64, 102.4, 61.44, 71.68, 81.92];952.32;180.324500001007;"Scratch_PD";"1";0;0;0;0;0;0;141.630799997074
HE_10_4_C;1;1282.77391552453;1887.85718844598;0.308243100801029;0.993743230498239;30.7276999992609;"FM";"1";0;0;0;0;0;16.3864999994985;"FM";"1";7;0;0;[9.32952303175248, 12.1852369693823, 19.3328735577513, 11.3137084989848, 9.32952303175248, 15.1789327688082, 17.6725776274996];[61.44, 102.4, 143.36, 61.44, 51.2, 81.92, 112.64];614.4;122.044200001255;"Scratch_PD";"1";0;0;0;0;0;0;97.5045999985014
HE_7_4_C;1;1264.56301370805;1908.50242944802;0.306135943751108;0.992249011510125;25.3116999992926;"FM";"1";0;0;0;0;0;18.5109000012744;"FM";"1";4;0;0;[16.4730082255792, 12.1852369693823, 15.1789327688082, 12.1852369693823];[153.6, 71.68, 133.12, 71.68];430.08;170.322199999646;"Scratch_PD";"1";0;0;0;0;0;0;136.090100000729
HE_7_3_C;1;1277.07538968138;1917.03081561294;0.292056523390167;0.993376954275334;24.7989000017697;"FM";"1";0;0;0;0;0;55.4483999985678;"FM";"1";9;0;0;[11.3137084989848, 12.1852369693823, 11.3137084989848, 16.4730082255792, 11.3137084989848, 15.1789327688082, 17.6725776274996, 12.1852369693823, 12.1852369693823];[61.44, 102.4, 61.44, 122.88, 61.44, 122.88, 102.4, 81.92, 71.68];788.48;100.771299999906;"Scratch_PD";"1";0;0;0;0;0;0;70.5828000027395
HE_8_4_C;1;1275.98166844783;1899.68392599727;0.252938361649718;0.992954147093769;33.7662999991153;"FM";"1";0;0;0;0;0;40.8940999986953;"FM";"1";8;0;0;[15.1789327688082, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 21.3466625026021, 13.7637204272682, 11.3137084989848];[81.92, 51.2, 81.92, 71.68, 61.44, 163.84, 102.4, 71.68];686.08;159.44760000275;"Scratch_PD";"1";0;0;0;0;0;0;119.327400003385
HE_8_3_C;1;1293.09159057286;1907.87162237134;0.294224155278342;0.991955977476152;31.002299998363;"FM";"1";0;0;0;0;0;24.4691999978386;"FM";"1";7;0;0;[11.3137084989848, 9.32952303175248, 12.1852369693823, 11.3137084989848, 14.4886162210199, 9.32952303175248, 11.3137084989848];[61.44, 51.2, 81.92, 61.44, 81.92, 51.2, 61.44];450.56;151.763800000481;"Scratch_PD";"1";0;0;0;0;0;0;125.041800001782
HE_6_3_C;1;1289.77568522272;1903.23400799033;0.300564549764358;0.99657088816133;42.7520000012009;"FM";"1";0;0;0;0;0;33.4541999982321;"FM";"1";8;0;0;[9.32952303175248, 9.32952303175248, 11.3137084989848, 18.2428068015862, 11.3137084989848, 11.3137084989848, 9.32952303175248, 9.32952303175248];[51.2, 61.44, 61.44, 215.04, 81.92, 92.16, 71.68, 51.2];686.08;164.253399998415;"Scratch_PD";"1";0;0;0;0;0;0;104.751599999872
HE_6_4_C;1;1279.760092877;1897.65438764025;0.305282598529924;0.995960928256352;32.1274000016274;"FM";"1";0;0;0;0;0;19.5932999995421;"FM";"1";7;0;0;[11.3137084989848, 11.3137084989848, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248];[81.92, 71.68, 61.44, 71.68, 92.16, 51.2, 51.2];481.28;138.872600000468;"Scratch_PD";"1";0;0;0;0;0;0;178.920199999993
HE_5_4_C;1;1266.50765995283;1904.08228152112;0.288359409428989;0.989583896672741;29.7616999996535;"FM";"1";0;0;0;0;0;22.7532999997493;"FM";"1";3;0;0;[11.3137084989848, 9.32952303175248, 19.3328735577513];[81.92, 51.2, 163.84];296.96;192.415899997286;"Scratch_PD";"1";0;0;0;0;0;0;117.461300000286
HE_4_4_C;1;1281.06148963506;1899.95003975491;0.22632521390239;0.996497058468208;40.3923000012583;"FM";"1";0;0;0;0;0;22.8600999980699;"FM";"1";3;0;0;[21.3466625026021, 9.32952303175248, 9.32952303175248];[163.84, 51.2, 71.68];286.72;74.9383000002126;"Scratch_PD";"1";0;0;0;0;0;0;83.0900000000838
HE_4_3_C;1;1295.96587853024;1914.43051092595;0.252264243491145;0.997044024868444;46.596000000136;"FM";"1";1;0;5.05964425626941;30.72;30.72;50.9817999991355;"FM";"1";10;0;0;[5.05964425626941, 12.1852369693823, 9.32952303175248, 12.1852369693823, 16.4730082255792, 11.3137084989848, 9.32952303175248, 13.7637204272682, 12.1852369693823, 9.32952303175248];[30.72, 61.44, 71.68, 112.64, 143.36, 81.92, 61.44, 112.64, 102.4, 51.2];829.44;224.726199998258;"Scratch_PD";"1";0;0;0;0;0;0;72.5671999971382
HE_3_3_C;1;1279.2780698146;1927.58360478645;0.22526891833959;0.996441506683198;49.7319999994943;"FM";"1";0;0;0;0;0;20.5863999981375;"FM";"1";14;0;0;[16.4730082255792, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 15.1789327688082, 11.3137084989848, 13.7637204272682, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248];[122.88, 71.68, 51.2, 51.2, 71.68, 102.4, 81.92, 61.44, 61.44, 51.2, 51.2, 71.68, 51.2, 51.2];952.32;143.312699998205;"Scratch_PD";"1";0;0;0;0;0;0;96.6375000025437
HE_1_3_C;1;1284.76722885592;1909.36470793797;0.251129946060218;0.996630421919178;44.9468000006163;"FM";"1";0;0;0;0;0;25.7315000017115;"FM";"1";13;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 13.7637204272682, 9.32952303175248, 12.1852369693823, 11.3137084989848, 11.3137084989848, 13.7637204272682, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248];[51.2, 51.2, 61.44, 102.4, 61.44, 92.16, 81.92, 81.92, 102.4, 51.2, 92.16, 71.68, 51.2];952.32;142.602400002943;"Scratch_PD";"1";0;0;0;0;0;0;192.732699997578
HE_1_4_C;1;1268.32956692618;1900.6119750077;0.309200207071832;0.995540079422085;18.7473000005411;"FM";"1";0;0;0;0;0;54.7482000001764;"FM";"1";4;0;0;[13.7637204272682, 12.1852369693823, 9.32952303175248, 24.4752936652454];[122.88, 92.16, 51.2, 204.8];471.04;115.355699999782;"Scratch_PD";"1";0;0;0;0;0;0;177.53829999856
HE_2_4_C;1;1277.241889978;1892.68060185668;0.262826451122592;0.996710909993112;37.1596000004502;"FM";"1";0;0;0;0;0;17.9578999996011;"FM";"1";4;0;0;[18.2428068015862, 13.7637204272682, 11.3137084989848, 8.15843122174846];[174.08, 122.88, 81.92, 51.2];430.08;164.610399999219;"Scratch_PD";"1";0;0;0;0;0;0;149.524399999791
HE_2_5_C;1;1310.69774915769;1911.84072058953;0.258804670066003;0.993483423090083;50.2243999981147;"FM";"1";0;0;0;0;0;34.2555999995966;"FM";"1";4;0;0;[11.3137084989848, 12.1852369693823, 18.2428068015862, 12.1852369693823];[81.92, 61.44, 174.08, 71.68];389.12;133.499299998221;"Scratch_PD";"1";0;0;0;0;0;0;103.017499997804
HE_1_5_C;1;1297.14511804182;1925.01554933556;0.347134548660302;0.993047951929327;18.5758000006899;"FM";"1";0;0;0;0;0;24.3050999997649;"FM";"1";8;0;0;[13.7637204272682, 19.3328735577513, 11.3137084989848, 9.32952303175248, 12.1852369693823, 9.32952303175248, 13.7637204272682, 11.3137084989848];[122.88, 163.84, 71.68, 51.2, 92.16, 51.2, 81.92, 61.44];696.32;88.5135999997146;"Scratch_PD";"1";0;0;0;0;0;0;147.173299999849
HE_2_6_C;1;1299.70028028783;1900.76641058618;0.231958525662319;0.994201353209405;42.0999999987544;"FM";"1";0;0;0;0;0;22.3942000011448;"FM";"1";6;0;0;[12.1852369693823, 12.1852369693823, 22.2854212434946, 11.3137084989848, 12.1852369693823, 16.4730082255792];[102.4, 81.92, 245.76, 61.44, 102.4, 112.64];706.56;113.915300000372;"Scratch_PD";"1";0;0;0;0;0;0;168.372400003136
HE_3_5_C;1;1286.36086272488;1914.88580923721;0.266578368599829;0.995075885834297;45.851799997763;"FM";"1";0;0;0;0;0;21.2767000011809;"FM";"1";4;0;0;[13.7637204272682, 12.1852369693823, 15.8391918985787, 20.8614476966485];[92.16, 81.92, 102.4, 194.56];471.04;78.3520000004501;"Scratch_PD";"1";0;0;0;0;0;0;137.088999999833
HE_6_5_C;1;1297.32869229839;1906.41376396596;0.251535845352896;0.991823332085858;35.2964999983669;"FM";"1";0;0;0;0;0;23.7450000022363;"FM";"1";6;0;0;[16.4730082255792, 12.1852369693823, 12.1852369693823, 12.1852369693823, 12.1852369693823, 21.3466625026021];[122.88, 61.44, 71.68, 71.68, 71.68, 194.56];593.92;125.594400000409;"Scratch_PD";"1";0;0;0;0;0;0;114.939600000071
HE_7_5_C;1;1281.72031533063;1916.80019882422;0.297522559066917;0.995121384769845;56.6166999997222;"FM";"1";1;0;10.733126291999;71.68;71.68;27.7806000012788;"FM";"1";8;0;0;[10.733126291999, 19.3328735577513, 12.1852369693823, 13.7637204272682, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248];[71.68, 194.56, 92.16, 122.88, 51.2, 81.92, 61.44, 61.44];737.28;132.850300000428;"Scratch_PD";"1";0;0;0;0;0;0;141.9836999994
HE_8_6_C;1;1281.43485761669;1896.72025911737;0.256189574818287;0.996283011108574;44.5752999985416;"FM";"1";0;0;0;0;0;37.5750999992306;"FM";"1";12;0;0;[15.1789327688082, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 9.32952303175248, 15.1789327688082, 8.15843122174846, 8.15843122174846, 12.1852369693823];[122.88, 71.68, 71.68, 61.44, 61.44, 102.4, 61.44, 51.2, 133.12, 51.2, 51.2, 81.92];921.6;64.6083999999973;"Scratch_PD";"1";0;0;0;0;0;0;107.812000002014
HE_7_6_C;1;1269.74423178024;1907.22301817145;0.269483076094262;0.995423231366658;47.7267999995092;"FM";"1";0;0;0;0;0;31.8236000020988;"FM";"1";9;0;0;[15.1789327688082, 9.32952303175248, 12.1852369693823, 13.7637204272682, 13.7637204272682, 13.7637204272682, 11.3137084989848, 9.32952303175248, 9.32952303175248];[122.88, 71.68, 81.92, 112.64, 122.88, 112.64, 81.92, 71.68, 61.44];839.68;112.870599998132;"Scratch_PD";"1";0;0;0;0;0;0;144.656299999042
HE_8_5_C;1;1297.67230848864;1910.83457878651;0.299786561377095;0.995530744633299;27.7115999997477;"FM";"1";0;0;0;0;0;17.0632000008482;"FM";"1";7;0;0;[12.1852369693823, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 20.3646752981726];[122.88, 71.68, 51.2, 61.44, 112.64, 61.44, 133.12];614.4;159.563199998956;"Scratch_PD";"1";0;0;0;0;0;0;139.817200000834
HE_9_5_C;1;1292.29613583108;1921.78760368681;0.255247606597266;0.995991413195952;23.3284999994794;"FM";"1";0;0;0;0;0;36.3651999978174;"FM";"1";8;0;0;[9.32952303175248, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248, 18.2428068015862, 9.32952303175248, 11.3137084989848];[71.68, 51.2, 71.68, 112.64, 51.2, 112.64, 51.2, 92.16];614.4;130.39370000115;"Scratch_PD";"1";0;0;0;0;0;0;124.370700003055
HE_9_6_C;1;1277.1155823476;1904.46951627819;0.317816899707374;0.995292805436634;23.6148000003595;"FM";"1";0;0;0;0;0;20.5865999996604;"FM";"1";8;0;0;[9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 11.3137084989848, 25.298221281347, 9.32952303175248];[71.68, 61.44, 71.68, 51.2, 51.2, 92.16, 174.08, 51.2];624.64;111.056999998254;"Scratch_PD";"1";0;0;0;0;0;0;85.1356000021042
HE_13_5_C;1;1297.32657288976;1915.47223992038;0.272687751821065;0.994983060172387;15.3493999969214;"FM";"1";0;0;0;0;0;47.7415000023029;"FM";"1";8;0;0;[17.6725776274996, 15.8391918985787, 12.1852369693823, 9.32952303175248, 12.1852369693823, 11.3137084989848, 11.3137084989848, 9.32952303175248];[102.4, 153.6, 81.92, 51.2, 92.16, 81.92, 61.44, 61.44];686.08;81.5512000008312;"Scratch_PD";"1";0;0;0;0;0;0;106.111299999611
HE_14_5_C;1;1312.01131470646;1904.88537456094;0.275044193790284;0.996401230007109;39.9648000020534;"FM";"1";1;0;8.15843122174846;53.76;53.76;35.4869999973744;"FM";"1";9;0;0;[8.15843122174846, 9.32952303175248, 8.15843122174846, 9.32952303175248, 13.7637204272682, 9.32952303175248, 12.1852369693823, 16.4730082255792, 11.3137084989848];[53.76, 61.44, 51.2, 61.44, 71.68, 61.44, 92.16, 133.12, 71.68];657.92;89.501399997971;"Scratch_PD";"1";0;0;0;0;0;0;117.780500000663
HE_15_6_C;1;1287.1743876342;1896.5679909934;0.26016243230707;0.994963476699411;39.5499000005657;"FM";"1";0;0;0;0;0;27.1422000005259;"FM";"1";6;0;0;[12.1852369693823, 15.8391918985787, 12.1852369693823, 9.32952303175248, 12.1852369693823, 9.32952303175248];[61.44, 143.36, 92.16, 51.2, 102.4, 61.44];512;159.057299999404;"Scratch_PD";"1";0;0;0;0;0;0;147.740500000509
HE_16_6_C;1;1302.18802061366;1884.92357878188;0.305818103613135;0.996433869128737;36.1282000012579;"FM";"1";0;0;0;0;0;34.5939999970142;"FM";"1";7;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 18.2428068015862, 9.32952303175248, 13.7637204272682, 12.1852369693823];[51.2, 81.92, 51.2, 174.08, 51.2, 122.88, 92.16];624.64;151.183000001765;"Scratch_PD";"1";0;0;0;0;0;0;103.273199998512
HE_17_6_C;1;1295.28057170735;1900.31349767713;0.255732580655365;0.994864514882636;68.0836999999883;"FM";"1";0;0;0;0;0;27.219999999943;"FM";"1";10;0;0;[9.32952303175248, 12.1852369693823, 9.32952303175248, 11.3137084989848, 9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 18.2428068015862, 12.1852369693823];[61.44, 122.88, 51.2, 81.92, 61.44, 61.44, 51.2, 92.16, 174.08, 92.16];849.92;84.9014999985229;"Scratch_PD";"1";0;0;0;0;0;0;135.265799999615
HE_17_5_C;1;1302.27180592061;1916.65591366577;0.261857849695441;0.995302270781906;21.4783000010357;"FM";"1";0;0;0;0;0;47.8873000029125;"FM";"1";10;0;0;[12.1852369693823, 11.3137084989848, 12.1852369693823, 12.1852369693823, 9.32952303175248, 13.7637204272682, 9.32952303175248, 17.6725776274996, 11.3137084989848, 9.32952303175248];[92.16, 81.92, 92.16, 102.4, 51.2, 81.92, 61.44, 102.4, 51.2, 61.44];778.24;106.039300000702;"Scratch_PD";"1";0;0;0;0;0;0;178.614899999957
HE_2_10_C;1;1274.0758282665;1906.27534243042;0.202299307472775;0.99374244715932;53.6548999989463;"FM";"1";0;0;0;0;0;18.5817999990832;"FM";"1";7;0;0;[9.32952303175248, 11.3137084989848, 15.1789327688082, 12.1852369693823, 19.3328735577513, 12.1852369693823, 12.1852369693823];[51.2, 81.92, 143.36, 92.16, 92.16, 92.16, 102.4];655.36;142.909300000611;"Scratch_PD";"1";0;0;0;0;0;0;153.351799999655
HE_6_10_C;1;1293.08779241492;1913.15591480276;0.256899525131658;0.995776125549696;42.4500000008265;"FM";"1";0;0;0;0;0;18.8009000012244;"FM";"1";8;0;0;[15.1789327688082, 16.4730082255792, 9.32952303175248, 9.32952303175248, 18.2428068015862, 8.15843122174846, 8.15843122174846, 11.3137084989848];[143.36, 133.12, 71.68, 51.2, 163.84, 51.2, 51.2, 81.92];747.52;104.408899998816;"Scratch_PD";"1";0;0;0;0;0;0;116.440600002534
HE_8_9_C;1;1299.4302810898;1918.41487334289;0.362239246870946;0.989946517314024;39.129499997216;"FM";"1";0;0;0;0;0;32.1097000014561;"FM";"1";7;0;0;[19.3328735577513, 17.6725776274996, 15.1789327688082, 15.1789327688082, 18.2428068015862, 24.4752936652454, 30.4420761447047];[143.36, 81.92, 71.68, 71.68, 153.6, 204.8, 194.56];921.6;123.830000000453;"Scratch_PD";"1";0;0;0;0;0;0;158.043299998099
HE_10_9_C;1;1303.69336406018;1921.59081169448;0.289626256382138;0.995140184903903;44.497599999886;"FM";"1";0;0;0;0;0;25.2060999991954;"FM";"1";11;0;0;[9.32952303175248, 9.32952303175248, 19.3328735577513, 11.3137084989848, 19.3328735577513, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248, 9.32952303175248];[61.44, 61.44, 194.56, 92.16, 133.12, 61.44, 61.44, 61.44, 51.2, 51.2, 61.44];890.88;67.5102000022889;"Scratch_PD";"1";0;0;0;0;0;0;163.994900001853
HE_16_9_C;1;1313.34919091933;1920.27618378195;0.334993354447186;0.995960797699865;21.180200001254;"FM";"1";0;0;0;0;0;25.6965000007767;"FM";"1";7;0;0;[9.32952303175248, 13.7637204272682, 12.1852369693823, 16.4730082255792, 9.32952303175248, 16.4730082255792, 9.32952303175248];[51.2, 122.88, 92.16, 204.8, 61.44, 143.36, 71.68];747.52;141.122799999721;"Scratch_PD";"1";0;0;0;0;0;0;79.2935999998008
HE_15_10_C;1;1290.83840230798;1912.55708996034;0.313624936271387;0.995676706785218;24.7682000008353;"FM";"1";0;0;0;0;0;16.718500002753;"FM";"1";6;0;0;[15.1789327688082, 9.32952303175248, 12.1852369693823, 19.3328735577513, 16.4730082255792, 9.32952303175248];[102.4, 51.2, 102.4, 153.6, 163.84, 51.2];624.64;96.4606999987154;"Scratch_PD";"1";0;0;0;0;0;0;95.3595999999379
