;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
HE_5_2_L;"1";1;2990374;2990374;7655357.44;7655357.44;-1.47956082009881;"1";0;1244.47808406618;1899.48907423469;0.301444547229182;4029.20523926517;1987.26871353853;1380.40592563372;1902.35048587467;0.199652396757007;5084.35337564591;3433.33565846989;1312.44200484995;1900.91978005468;-1.54974847487674;-217.48454650807;-4.57825862396785;217.532729541668;0.101792150472175;176.844599998731;"1";0;0;0;0;0;0;[0.566886283221031, 0.547453827539976, 0.528808856884057, 0.50000036371026, 0.522081271191357, 0.52763050391809, 0.477570802856675, 0.508946885192756, 0.50428881366763];[25.6, 24, 23.2, 23.2, 24.8, 24.8, 24.8, 23.2, 23.2];[57.6, 57.6, 57.6, 59.2, 57.6, 59.2, 59.2, 57.6, 57.6];5.589799999143;"1";0;0;0;0;0;0;0;0;0;3.15120000232127;"1";1;32590;32590;83430.4;83430.4;-5.29099810669636;4.8;2872.84339981589;-2128.39997545259;-303.151860925411;10.7931999991706;"FM";"1";0;0;0;0;0;143.702299999859;"FM";"1";0;0;0;0;0;0;0;30.9808999991219
HE_7_2_L;"1";1;2989632;2989632;7653457.92;7653457.92;-1.48083654813229;"1";0;1241.91409862587;1901.11080868421;0.302649696522326;4028.38823468448;1987.05995777916;1380.88870593321;1902.86844257842;0.22394195166132;5082.4957628191;3433.04525519844;1311.40140227954;1901.98962563131;-1.55814984247873;-222.359371691742;-2.8122142307333;222.377154240327;0.0787077448610059;177.141100000881;"1";0;0;0;0;0;0;[0.546048796960592, 0.559320857507256, 0.531868102746656, 0.500502808522919, 0.550203446734772, 0.488506066065398, 0.529565897083227, 0.523376215625923, 0.509943316580302];[27.2, 26.4, 26.4, 26.4, 27.2, 25.6, 27.2, 26.4, 25.6];[56, 56, 56, 54.4, 54.4, 56, 56, 54.4, 54.4];3.1237000002875;"1";0;0;0;0;0;0;0;0;0;4.18260000151349;"1";1;32039;32039;82019.84;82019.84;-5.04229215550134;5.6;2875.67422204189;-2100.88464683667;-288.902059582149;16.7742999983602;"FM";"1";0;0;0;0;0;157.706699999835;"FM";"1";0;0;0;0;0;0;0;14.8754000001645
HE_7_1_L;"1";1;2990724;2990724;7656253.44;7656253.44;-1.45441046799278;"1";0;1239.5730398631;1914.59968774639;0.326413680833461;4028.89621710011;1987.59596352358;1376.06422249364;1917.23404054908;0.204333727849732;5081.91618780069;3427.0116707747;1307.81863117837;1915.91686414774;-1.55149818813954;-218.385892208856;-4.21496448431171;218.426563955628;0.122079952983729;189.754700000776;"1";0;0;0;0;0;0;[0.57005803000771, 0.525904450501491, 0.541331668240393, 0.531855371565119, 0.495379608821291, 0.531403076798421, 0.487682099631868, 0.490028878707033, 0.478159136696539];[26.4, 26.4, 27.2, 26.4, 26.4, 27.2, 26.4, 25.6, 24.8];[54.4, 56, 57.6, 56, 54.4, 56, 54.4, 54.4, 56];4.13770000159275;"1";0;0;0;0;0;0;0;0;0;1.69549999918672;"1";1;33237;33237;85086.72;85086.72;-4.56128152092603;5.6;2913.59667840058;-2118.26342931071;-261.342180320075;30.4718999977922;"FM";"1";0;0;0;0;0;147.222499999771;"FM";"1";0;0;0;0;0;0;0;28.7323999982618
HE_8_2_L;"1";1;2989069;2989069;7652016.64;7652016.64;-1.49773499958929;"1";0;1255.846705275;1893.49608029399;0.275982991834119;4028.92933306844;1986.98613158591;1394.1011600546;1893.15761471111;0.227439868776067;5085.07735223504;3434.86308413891;1324.9739326648;1893.32684750255;1.56834819659008;-221.20712764736;0.54154493260321;221.207790533944;0.0485431230580515;152.340300002834;"1";0;0;0;0;0;0;[0.515168351503055, 0.546651801476272, 0.555888228309734, 0.497739204280573, 0.473477972354608, 0.478333600334566, 0.467844310325175, 0.462875767801291, 0.471948681106172];[24.8, 24.8, 25.6, 24.8, 24.8, 24.8, 24, 24.8, 24.8];[56, 56, 57.6, 54.4, 54.4, 57.6, 56, 56, 54.4];4.06989999828511;"1";0;0;0;0;0;0;0;0;0;1.78020000021206;"1";1;32153;32153;82311.68;82311.68;-4.54388298347801;5.6;2870.13884862999;-2117.27164494759;-260.345317554603;11.6081000014674;"FM";"1";0;0;0;0;0;77.175400001579;"FM";"1";0;0;0;0;0;0;0;34.710100000666
HE_8_1_L;"1";1;2991718;2991718;7658798.08;7658798.08;-1.45997076497174;"1";0;1260.14188948841;1901.0725301295;0.318389102302576;4028.94171954768;1987.57126966927;1392.67148228718;1906.39143811948;0.211586824476818;5079.1644098369;3427.69535821601;1326.40668588779;1903.73198412449;-1.53068411575819;-212.047348478033;-8.51025278397792;212.218053895072;0.106802277825758;145.897000002151;"1";0;0;0;0;0;0;[0.558679190847996, 0.546867951542739, 0.493239600393496, 0.50185347910158, 0.538376670454267, 0.496392506284323, 0.518643807278557, 0.502614729268012, 0.478721662520881];[27.2, 26.4, 26.4, 26.4, 24.8, 26.4, 27.2, 24.8, 25.6];[57.6, 56, 56, 57.6, 56, 56, 57.6, 57.6, 56];8.34609999947133;"1";0;0;0;0;0;0;0;0;0;4.35380000271834;"1";1;32584;32584;83415.04;83415.04;-4.66194509994325;5.6;2890.13105818807;-2135.03913577216;-267.109778548443;7.87430000127642;"FM";"1";0;0;0;0;0;187.594400002126;"FM";"1";0;0;0;0;0;0;0;20.5736999996589
HE_10_2_L;"1";1;2991654;2991654;7658634.24;7658634.24;-1.48838012857333;"1";0;1260.80324085253;1883.2118417054;0.281502424545686;4029.32444868131;1987.07939183079;1395.98161973254;1886.99837887218;0.204064233008989;5084.38379888803;3428.74109430742;1328.39243029254;1885.10511028879;-1.54279223835258;-216.285406208009;-6.05845946684749;216.370242569709;0.0774381915366968;102.33209999933;"1";0;0;0;0;0;0;[0.558771343414551, 0.541720756736054, 0.521195605933585, 0.488180268592308, 0.523920950959408, 0.540045776204672, 0.49000743136897, 0.517501796624782, 0.54353070119238];[23.2, 23.2, 23.2, 24.8, 24, 24.8, 24.8, 23.2, 24.8];[57.6, 57.6, 59.2, 59.2, 62.4, 60.8, 62.4, 60.8, 60.8];7.41800000105286;"1";0;0;0;0;0;0;0;0;0;6.52120000086143;"1";1;31752;31752;81285.12;81285.12;-4.93813265678274;5.6;2835.6286218191;-2126.46394557823;-282.934159909375;14.5846000013989;"FM";"1";0;0;0;0;0;142.043600000761;"FM";"1";0;0;0;0;0;0;0;15.182500002993
HE_9_2_L;"1";1;2991057;2991057;7657105.92;7657105.92;-1.51900320204271;"1";0;1245.97956888612;1896.3549903299;0.260960444592056;4029.02612580827;1986.9830547328;1382.65477767432;1896.58734768147;0.190698495427395;5076.25987221644;3432.14939078645;1314.31717328022;1896.47116900569;-1.56909625894956;-218.680334061124;-0.371771762512799;218.68065007981;0.0702619491646613;143.640999998752;"1";0;0;0;0;0;0;[0.553881194591811, 0.559705439814371, 0.53654258293474, 0.528647412696922, 0.515451829311922, 0.503752613073856, 0.54029068520276, 0.557885002086105, 0.49525641316222];[24.8, 25.6, 27.2, 24.8, 25.6, 24.8, 28, 24.8, 24.8];[59.2, 60.8, 59.2, 57.6, 57.6, 57.6, 59.2, 59.2, 59.2];5.74509999933071;"1";0;0;0;0;0;0;0;0;0;1.73419999919133;"1";1;31638;31638;80993.28;80993.28;-5.15752023181332;5.6;2850.42766293697;-2105.78873506543;-295.504142036237;12.6865000020189;"FM";"1";0;0;0;0;0;161.181100000249;"FM";"1";0;0;0;0;0;0;0;16.9836000022769
HE_10_1_L;"1";1;2994287;2994287;7665374.72;7665374.72;-1.4377235496793;"1";0;1259.3794476015;1894.43984163231;0.339643716672343;4029.44200203092;1987.49198075343;1392.1816552675;1898.00997768187;0.224637959211999;5090.5848444293;3435.78140439612;1325.7805514345;1896.22490965709;-1.54391969245649;-212.483532265598;-5.71221767930219;212.560299479657;0.115005757460344;96.4504000003217;"1";0;0;0;0;0;0;[0.533316976563665, 0.496714378587691, 0.525786812245706, 0.523232290236749, 0.53454153591386, 0.530420224634531, 0.54366357007643, 0.546964921662793, 0.513652468575076];[24, 24, 24.8, 23.2, 24.8, 24, 27.2, 24, 24];[59.2, 57.6, 62.4, 60.8, 59.2, 59.2, 57.6, 60.8, 59.2];4.89400000151363;"1";0;0;0;0;0;0;0;0;0;2.11059999855934;"1";1;32022;32022;81976.32;81976.32;-4.71829738918147;5.6;2858.89446005871;-2126.55514333895;-270.338526887693;8.33509999938542;"FM";"1";0;0;0;0;0;117.232299999159;"FM";"1";0;0;0;0;0;0;0;17.2423000003619
HE_12_2_L;"1";1;2991903;2991903;7659271.68;7659271.68;-1.47469478899689;"1";0;1263.98479683194;1887.93878957646;0.307479604492609;4029.50016497207;1987.32583870051;1399.72971966173;1889.544293746;0.222600384374155;5080.40759247456;3426.94012001143;1331.85725824683;1888.74154166123;-1.55896951751475;-217.191876527676;-2.56880667126243;217.207067098029;0.0848792201184541;101.371699998708;"1";0;0;0;0;0;0;[0.534092123155876, 0.560892479969131, 0.541136086560126, 0.506425142264736, 0.573160601133949, 0.49853724979249, 0.482910323783033, 0.502865736231119, 0.501360210168701];[24, 25.6, 23.2, 22.4, 27.2, 23.2, 23.2, 23.2, 21.6];[59.2, 57.6, 59.2, 57.6, 59.2, 57.6, 57.6, 59.2, 57.6];3.75669999993988;"1";0;0;0;0;0;0;0;0;0;4.33669999983977;"1";1;31506;31506;80655.36;80655.36;-5.14804359140797;5.6;2844.83041960262;-2124.75175522123;-294.961170537048;17.398800002411;"FM";"1";0;0;0;0;0;91.8320000018866;"FM";"1";0;0;0;0;0;0;0;19.8061000010057
HE_11_1_L;"1";1;2993532;2993532;7663441.92;7663441.92;-1.46544267983719;"1";0;1246.38426040735;1908.93978699275;0.310361458459816;4029.45476972255;1987.41640286002;1380.37102035046;1911.85052720732;0.199507068644891;5075.39649845417;3435.20837123819;1313.3776403789;1910.39515710004;-1.5490756549088;-214.378815908972;-4.65718434331284;214.429396484112;0.110854389814925;167.07889999816;"1";0;0;0;0;0;0;[0.589725486015785, 0.559828138361958, 0.508334438072218, 0.565186501694501, 0.513851516017835, 0.545668104665995, 0.516710673197925, 0.50202444532686, 0.545661371515794];[28.8, 28, 25.6, 28, 26.4, 27.2, 26.4, 27.2, 25.6];[59.2, 60.8, 59.2, 62.4, 57.6, 60.8, 57.6, 57.6, 57.6];6.83000000208267;"1";0;0;0;0;0;0;0;0;0;1.63479999901028;"1";1;31935;31935;81753.6;81753.6;-5.05231269625631;5.6;2876.73421637702;-2111.34852669485;-289.476194275848;12.9756999995152;"FM";"1";0;0;0;0;0;80.7014999991225;"FM";"1";0;0;0;0;0;0;0;29.2742000019643
HE_12_1_L;"1";1;2994356;2994356;7665551.36;7665551.36;-1.43340633572171;"1";0;1257.04068417116;1903.75531400768;0.341697492824159;4029.71565040172;1987.53650264202;1393.84970001665;1901.3081103579;0.205457995673305;5081.36028466943;3435.43371908806;1325.44519209391;1902.53171218279;1.55291049760995;-218.894425352787;3.91552583963967;218.929442499468;0.136239497150854;147.627700000157;"1";0;0;0;0;0;0;[0.51921410694646, 0.553598805308567, 0.47351385114914, 0.481581765953635, 0.517510323063199, 0.479147725442811, 0.507796628204394, 0.520614672715169, 0.561708036642321];[24, 25.6, 24.8, 23.2, 24, 24, 24, 24, 28.8];[60.8, 59.2, 59.2, 59.2, 57.6, 59.2, 60.8, 59.2, 60.8];4.9682999997458;"1";0;0;0;0;0;0;0;0;0;3.6681999990833;"1";1;32276;32276;82626.56;82626.56;-4.99940720593746;5.6;2876.34383442806;-2133.36537365225;-286.444932967508;8.37150000006659;"FM";"1";0;0;0;0;0;71.5154999998049;"FM";"1";0;0;0;0;0;0;0;33.8900999995531
HE_11_2_L;"1";1;2991840;2991840;7659110.4;7659110.4;-1.42052553220327;"1";0;1251.74542323291;1898.30488504875;0.363554289009343;4029.09496387636;1987.07245997998;1386.96700996781;1901.55424921111;0.25615883291704;5077.79429528047;3425.754486757;1319.35621660036;1899.92956712993;-1.54677102859441;-216.354538775836;-5.19898265979064;216.416995334474;0.107395456092303;180.695899998682;"1";0;0;0;0;0;0;[0.559517645571548, 0.543621675586588, 0.548701121104227, 0.529522959757188, 0.520179024238928, 0.544099083356025, 0.486913586972245, 0.502521304572038, 0.504928658620765];[24.8, 25.6, 26.4, 24, 24.8, 24, 24.8, 24, 24];[57.6, 60.8, 59.2, 60.8, 60.8, 59.2, 57.6, 57.6, 59.2];4.1339000017615;"1";0;0;0;0;0;0;0;0;0;3.13379999715835;"1";1;31460;31460;80537.6;80537.6;-4.94412312144857;5.6;2853.54990464081;-2109.51125238398;-283.27738825205;7.46570000046631;"FM";"1";0;0;0;0;0;50.6243000018003;"FM";"1";0;0;0;0;0;0;0;21.8845000017609
HE_14_2_L;"1";1;2992819;2992819;7661616.64;7661616.64;-1.49535885728316;"1";0;1268.0451994119;1881.81130719756;0.279190621905407;4029.34516276769;1987.16098248227;1404.50215179216;1884.32965693546;0.215803639376825;5084.20142324028;3428.755764214;1336.27367560203;1883.07048206651;-1.55234315282083;-218.331123808426;-4.02935958065136;218.3683021001;0.0633869825285817;84.5045000023674;"1";0;0;0;0;0;0;[0.548760948754117, 0.567028766372284, 0.525615961387615, 0.547502261226733, 0.513451311372531, 0.508179458424172, 0.522855436002383, 0.550986937868378, 0.530810684544261];[24, 27.2, 23.2, 23.2, 24, 23.2, 22.4, 28, 23.2];[57.6, 57.6, 57.6, 59.2, 56, 59.2, 59.2, 59.2, 57.6];2.58369999937713;"1";0;0;0;0;0;0;0;0;0;3.0086000006122;"1";1;31340;31340;80230.4;80230.4;-4.8557873739962;5.6;2822.00301212508;-2127.45255902999;-278.216122742895;7.18179999967106;"FM";"1";0;0;0;0;0;95.039399999223;"FM";"1";0;0;0;0;0;0;0;15.8664000009594
HE_13_2_L;"1";1;2992114;2992114;7659811.84;7659811.84;-1.47745007520554;"1";0;1253.78734803446;1894.03277692028;0.311045355616843;4029.12034755779;1987.42462745733;1391.50730644355;1894.91423626522;0.220024864331019;5077.5367067411;3426.09055860586;1322.647327239;1894.47350659275;-1.5643960394353;-220.351933454546;-1.41033495190713;220.356446744435;0.0910204912858238;133.615200000349;"1";0;0;0;0;0;0;[0.530095724244271, 0.51772964739072, 0.517543813538242, 0.499480504384019, 0.512752857113195, 0.504314362131075, 0.502816704077091, 0.516844179211444, 0.489005770485437];[22.4, 23.2, 23.2, 21.6, 22.4, 22.4, 23.2, 23.2, 22.4];[57.6, 57.6, 57.6, 56, 56, 59.2, 57.6, 57.6, 56];9.93379999999888;"1";0;0;0;0;0;0;0;0;0;7.05960000050254;"1";1;31341;31341;80232.96;80232.96;-5.2590920663658;4.8;2845.80576241983;-2110.34624294056;-301.323779473495;11.3620999982231;"FM";"1";0;0;0;0;0;83.2621000008658;"FM";"1";0;0;0;0;0;0;0;10.652900000423
