;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. Area ALL (um2)(FM);7. *Cummulative Area (um2)(FM);8. Inspection Time;1. Defect_Name;2. Defect;3. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. *Area FAIL (um)(FM);7. Diameter ALL (um)(FM);8. Area ALL (um2)(FM);9. *Cummulative Area (um2)(FM);10. Inspection Time
HE_5_12_L;"1";1;2988734;2988734;7651159.04;7651159.04;-1.60355285077344;"1";0;1251.8893111537;1925.10906204437;0.17390699080674;4028.34768497051;1986.91257102059;1384.71466068577;1925.60378113562;-0.0109224569032126;5071.94017989093;3427.526737002;1318.30198591973;1925.35642158999;-1.56707176062331;-212.52055925131;-0.791550545991777;212.522033344208;0.184829447709952;111.589000000095;"1";0;0;0;0;0;0;[0.68642251073144, 0.723239971672045, 0.660015828554521, 0.692779337939306, 0.700926679475411, 0.644974957523884, 0.644723287911782, 0.618524360567137, 0.634092948945954];[25.6, 28.8, 28.8, 28.8, 29.6, 24.8, 28, 25.6, 24.8];[62.4, 62.4, 60.8, 60.8, 60.8, 59.2, 60.8, 60.8, 60.8];2.52149999869289;"1";0;0;0;0;0;0;0;0;0;2.68660000074306;"1";1;32527;32527;83269.12;83269.12;-4.91283504811476;5.6;2937.85475451164;-2118.38976850002;-281.484713700927;8.74910000129603;"FM";"1";0;0;0;0;0;57.7952999992704;"FM";"1";0;0;0;0;0;0;0;9.62239999716985
HE_6_11_L;"1";1;2993046;2993046;7662197.76;7662197.76;-1.45328682505938;"1";0;1268.70626705874;1924.83240158077;0.335830251308861;4029.22086151433;1987.80827018996;1403.13503354803;1924.46054333797;0.199607453966586;5077.2990992046;3429.60425840288;1335.92065030339;1924.64647245937;1.56803012351834;-215.086026382863;0.594973188476433;215.08684929178;0.136222797342275;92.7736000012374;"1";0;0;0;0;0;0;[0.679289976127105, 0.678763400259907, 0.720716886123752, 0.607923717947854, 0.654408736999207, 0.711563209174007, 0.700573234436455, 0.678172461180374, 0.673674578858434];[29.6, 29.6, 30.4, 24.8, 24.8, 29.6, 29.6, 29.6, 29.6];[62.4, 62.4, 65.6, 60.8, 62.4, 64, 62.4, 59.2, 60.8];5.55850000091596;"1";0;0;0;0;0;0;0;0;0;1.42050000067684;"1";1;33171;33171;84917.76;84917.76;-4.63725162777083;5.6;2929.157927105;-2164.85301015948;-265.694946811439;10.8502000002773;"FM";"1";0;0;0;0;0;80.716600001324;"FM";"1";0;0;0;0;0;0;0;20.9981000007247
HE_5_11_L;"1";1;2990672;2990672;7656120.32;7656120.32;-1.35943839692489;"1";0;1254.97871138073;1936.11069206979;0.429590800457849;4028.67144319775;1987.76940044525;1388.25281780843;1935.28261014779;0.335231402728795;5074.77614567441;3428.23958042515;1321.61576459458;1935.69665110879;1.56458303234386;-213.238570284327;1.32493107520568;213.242686391018;0.0943593977290539;94.9553000027663;"1";0;0;0;0;0;0;[0.655420260153988, 0.658880460466081, 0.636901583631204, 0.652339288831748, 0.651915312915441, 0.644147355472786, 0.62102862279742, 0.647745453772991, 0.637266608273977];[28.8, 28, 28.8, 28.8, 28.8, 28.8, 28.8, 28, 28.8];[59.2, 60.8, 57.6, 59.2, 60.8, 60.8, 60.8, 60.8, 62.4];2.69119999938994;"1";0;0;0;0;0;0;0;0;0;3.48700000176905;"1";1;33734;33734;86359.04;86359.04;-5.14207125071762;5.6;2975.72779984585;-2156.09286772989;-294.618980621676;8.35469999947236;"FM";"1";0;0;0;0;0;82.5050999992527;"FM";"1";0;0;0;0;0;0;0;12.282799998502
HE_6_12_L;"1";1;2991330;2991330;7657804.8;7657804.8;-1.6680353193374;"1";0;1260.34921541119;1916.94418919117;0.124022443590746;4028.93414468214;1987.29593676689;1394.16133104203;1916.68269156348;-0.00547132468335429;5079.82915928955;3429.22242556143;1327.25527322661;1916.81344037733;1.56884211440111;-214.09938500934;0.418396204298188;214.099793826994;0.1294937682741;92.0273000010638;"1";0;0;0;0;0;0;[0.671475341373508, 0.747399690387502, 0.717005750552478, 0.702144749689291, 0.722188192968014, 0.690882246295389, 0.683655311505871, 0.684650212938787, 0.721472477229465];[24.8, 30.4, 29.6, 27.2, 29.6, 25.6, 29.6, 28.8, 29.6];[62.4, 62.4, 62.4, 62.4, 60.8, 62.4, 64, 62.4, 62.4];3.81120000020019;"1";0;0;0;0;0;0;0;0;0;2.64470000183792;"1";1;32032;32032;82001.92;82001.92;-5.10618690438243;5.6;2918.40344655345;-2121.23526473526;-292.562959026084;7.16420000026119;"FM";"1";0;0;0;0;0;55.5946000022232;"FM";"1";0;0;0;0;0;0;0;15.0064999979804
HE_3_11_L;"1";1;2991628;2991628;7658567.68;7658567.68;-1.38493861701237;"1";0;1254.3811536357;1931.09568903767;0.404477758667332;4028.8896703069;1987.71512627212;1388.4636095002;1930.325303307;0.246766649386745;5069.25738480591;3428.75332045649;1321.42238156795;1930.71049617234;1.56505077829238;-214.53192938321;1.23261716908237;214.535470423816;0.157711109280587;91.3055000019085;"1";0;0;0;0;0;0;[0.682254883757333, 0.731597694563944, 0.661914657796621, 0.630213491687391, 0.661543664204205, 0.655305275828706, 0.660171930969699, 0.640786179074254, 0.620551481793714];[28.8, 29.6, 29.6, 26.4, 28.8, 28.8, 28.8, 28.8, 28.8];[64, 67.2, 62.4, 62.4, 59.2, 59.2, 62.4, 62.4, 62.4];3.37389999913285;"1";0;0;0;0;0;0;0;0;0;3.55670000135433;"1";1;32836;32836;84060.16;84060.16;-4.65127829804874;5.6;2946.60299671093;-2131.69550493361;-266.498615818985;6.76279999970575;"FM";"1";0;0;0;0;0;75.6647000016528;"FM";"1";0;0;0;0;0;0;0;13.7887000018964
HE_4_11_L;"1";1;2994329;2994329;7665482.24;7665482.24;-1.44303327442524;"1";0;1267.68308323058;1921.94264632018;0.34256334979239;4029.35215044568;1987.86880661493;1401.16061216701;1921.90099419001;0.202746824007337;5075.83089564177;3428.60038489323;1334.4218476988;1921.9218202551;1.57048427330427;-213.564046298275;0.066643408282107;213.564056696429;0.139816525785053;96.3870999985375;"1";0;0;0;0;0;0;[0.680685860501803, 0.663733912256483, 0.673110607851407, 0.677649156068468, 0.645332473753615, 0.725662829029878, 0.676730701115182, 0.624687233251819, 0.676217861811289];[26.4, 25.6, 26.4, 27.2, 25.6, 30.4, 25.6, 26.4, 25.6];[62.4, 62.4, 64, 62.4, 65.6, 64, 64, 62.4, 64];5.10580000263872;"1";0;0;0;0;0;0;0;0;0;3.1079000000318;"1";1;31959;31959;81815.04;81815.04;-5.04455564437448;5.6;2896.21447479583;-2144.46184173472;-289.031747941555;6.19430000006105;"FM";"1";0;0;0;0;0;68.3858999982476;"FM";"1";0;0;0;0;0;0;0;17.8698000017903
HE_3_12_L;"1";1;2990059;2990059;7654551.04;7654551.04;-1.62268486335401;"1";0;1249.45726389794;1921.15087446588;0.153753892933955;4028.47426803009;1987.13294066105;1384.71829877518;1921.04920619269;-0.0187630086108232;5074.60378026944;3426.6046293878;1317.08778133656;1921.10004032929;1.57004468199094;-216.417655803585;0.162669237102818;216.417716938331;0.172516901544778;86.0720999990008;"1";0;0;0;0;0;0;[0.734862376897837, 0.603447642557341, 0.693034608664961, 0.667285549867002, 0.667170067995755, 0.689290939524398, 0.718872832300495, 0.702488107768726, 0.655109368812554];[29.6, 24.8, 28.8, 27.2, 24.8, 30.4, 29.6, 28.8, 26.4];[62.4, 59.2, 64, 62.4, 62.4, 62.4, 62.4, 60.8, 62.4];3.22750000123051;"1";0;0;0;0;0;0;0;0;0;1.75880000097095;"1";1;31996;31996;81909.76;81909.76;-4.9985341710454;5.6;2921.34121765221;-2103.21210151269;-286.394911752825;6.59209999867016;"FM";"1";0;0;0;0;0;87.1192000013252;"FM";"1";0;0;0;0;0;0;0;12.0305999989796
HE_2_12_L;"1";1;2990351;2990351;7655298.56;7655298.56;-1.67904535573033;"1";0;1265.78404020795;1915.56880128111;0.113432404290268;4028.02276002452;1987.16147935003;1399.88413698289;1914.88173632285;-0.0566769372437369;5082.64588633733;3429.01885649553;1332.83408859542;1915.22526880198;1.56567284841614;-214.560154839893;1.09930393320319;214.56297097602;0.170109341534005;91.018899998744;"1";0;0;0;0;0;0;[0.69201987352588, 0.632553326514245, 0.730088163735808, 0.695099012987398, 0.671871161433295, 0.648649889430039, 0.607136946216657, 0.649374229784854, 0.67827648062794];[28.8, 24.8, 28.8, 28.8, 28.8, 28, 25.6, 28.8, 28.8];[60.8, 59.2, 60.8, 67.2, 59.2, 56, 59.2, 60.8, 59.2];1.66689999969094;"1";0;0;0;0;0;0;0;0;0;1.82109999877866;"1";1;32073;32073;82106.88;82106.88;-4.5758432681622;5.6;2905.29704112493;-2127.71255573224;-262.176506979044;9.09809999939171;"FM";"1";0;0;0;0;0;79.3612000015855;"FM";"1";0;0;0;0;0;0;0;17.1722999984922
HE_1_12_L;"1";1;2990058;2990058;7654548.48;7654548.48;-1.55861434005484;"1";0;1256.09735772484;1925.9580133292;0.237015252265403;4028.0893276723;1987.23652304538;1388.7326245197;1926.13981111339;0.0485847081553555;5078.11926997085;3428.1179454042;1322.41499112227;1926.04891222129;-1.56942566818553;-212.216426871773;-0.290876454696991;212.216626217962;0.188430544110048;93.3267000000342;"1";0;0;0;0;0;0;[0.704495312258733, 0.652802346209591, 0.663816600774384, 0.592476393243256, 0.691136307780958, 0.651680606128804, 0.662842989759077, 0.623228482077532, 0.642691603187638];[28.8, 28.8, 28.8, 25.6, 28.8, 28.8, 27.2, 27.2, 25.6];[62.4, 59.2, 60.8, 59.2, 60.8, 57.6, 57.6, 57.6, 62.4];2.52009999894653;"1";0;0;0;0;0;0;0;0;0;1.64389999918058;"1";1;31837;31837;81502.72;81502.72;-4.82573185310742;5.6;2935.97844017967;-2105.51717812608;-276.494068244901;6.96729999981471;"FM";"72";1;0;11.3137084989848;61.44;61.44;85.506900002656;"FM";"1";1;0;0;0;11.3137084989848;61.44;61.44;18.7426999982563
HE_2_11_L;"1";1;2992114;2992114;7659811.84;7659811.84;-1.58554514131647;"1";0;1269.73428003491;1928.47668724135;0.20472657408022;4028.46651343784;1987.92450478444;1402.42737475277;1927.79637909771;0.075452525409582;5077.66369885634;3429.55796346844;1336.08082739384;1928.13653316953;1.56566944220108;-212.308951548585;1.08849302983363;212.311741843769;0.129274048670638;84.4929999984743;"1";0;0;0;0;0;0;[0.652567105910494, 0.654135006727899, 0.616747308341854, 0.690061310388317, 0.631713166207901, 0.615393572795082, 0.637428028812774, 0.630146501860177, 0.601653712002049];[28.8, 28, 28.8, 28.8, 28.8, 28.8, 28, 28.8, 27.2];[60.8, 59.2, 62.4, 60.8, 62.4, 59.2, 59.2, 59.2, 59.2];5.90960000045015;"1";0;0;0;0;0;0;0;0;0;5.94679999994696;"1";1;32715;32715;83750.4;83750.4;-4.8807323474094;5.6;2942.72107595904;-2152.1432003668;-279.645364439538;8.79879999774857;"FM";"1";0;0;0;0;0;55.7254999985162;"FM";"1";0;0;0;0;0;0;0;9.45239999782643
HE_2_13_L;"1";1;2982827;2982827;7636037.12;7636037.12;-1.46921630761461;"1";0;1255.86658393813;1933.09938087188;0.306388998184135;4029.15669270593;1986.01256510299;1389.38665664755;1933.34010245893;0.158424860099736;5076.60369073971;3431.47642905109;1322.62662029284;1933.21974166541;-1.56899344187017;-213.632116335072;-0.385154539278301;213.632463529822;0.147964138084398;89.0022999992652;"1";0;0;0;0;0;0;[0.634489875345407, 0.627481586922091, 0.594136931466246, 0.660123736698175, 0.62147502373254, 0.652057925856473, 0.624952432097047, 0.626654178827375, 0.62171676814258];[24.8, 24.8, 25.6, 23.2, 27.2, 27.2, 27.2, 26.4, 25.6];[60.8, 62.4, 60.8, 64, 59.2, 64, 62.4, 62.4, 60.8];3.80399999994552;"1";0;0;0;0;0;0;0;0;0;1.34020000041346;"1";1;36027;36027;92229.12;92229.12;-4.98773968674603;5.6;2964.22887278985;-2213.12584450551;-285.776433360451;8.03810000070371;"FM";"1";0;0;0;0;0;85.5826000006346;"FM";"1";0;0;0;0;0;0;0;9.15750000058324
HE_1_11_L;"1";1;2991880;2991880;7659212.8;7659212.8;-1.23663197222057;"1";0;1255.9856341167;1931.6739829861;0.550190114427749;4028.57134910644;1987.91853357309;1388.75024032652;1932.58951042143;0.40023020436455;5077.84106155153;3428.66639495559;1322.36793722161;1932.13174670376;-1.56390056632192;-212.423369935703;-1.46484389652724;212.428420562037;0.149959910063199;92.3164999985602;"1";0;0;0;0;0;0;[0.658660885508359, 0.677969862842132, 0.648614037516391, 0.646588754392072, 0.619313515004608, 0.626268805876074, 0.617491016193314, 0.63937232205346, 0.611882275308222];[28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28, 28.8, 27.2];[59.2, 60.8, 62.4, 60.8, 57.6, 59.2, 59.2, 60.8, 62.4];2.0531000009214;"1";0;0;0;0;0;0;0;0;0;1.6061999995145;"1";1;32233;32233;82516.48;82516.48;-4.34215508988945;5.6;2940.47680327615;-2117.63884218037;-248.787160641914;5.99739999961457;"FM";"1";0;0;0;0;0;120.278400001553;"FM";"1";0;0;0;0;0;0;0;17.5112999968405
HE_2_14_L;"1";1;2980850;2980850;7630976;7630976;-1.7961586056914;"1";0;1257.93232852715;1923.88341549219;-0.0088012703544035;4028.91170445257;1985.42531452381;1391.8925719051;1922.96721261326;-0.163166975491937;5075.30879171325;3429.91250973151;1324.91245021613;1923.42531405272;1.56395706933672;-214.336389404717;1.46592460628999;214.341402342156;0.154365705137534;92.0880999983638;"1";0;0;0;0;0;0;[0.622482489173594, 0.610333532914624, 0.62471233778256, 0.625639166410525, 0.637994321611803, 0.633180598369494, 0.619161552051214, 0.587352341185967, 0.6211272958392];[23.2, 24, 24.8, 22.4, 22.4, 23.2, 23.2, 23.2, 23.2];[64, 62.4, 60.8, 60.8, 62.4, 62.4, 60.8, 60.8, 65.6];2.7315000006638;"1";0;0;0;0;0;0;0;0;0;4.41210000280989;"1";1;36028;36028;92231.68;92231.68;-5.30132959671018;5.6;2948.35190407461;-2215.59698012657;-303.743811699284;7.31850000011036;"FM";"1";0;0;0;0;0;55.6251000016346;"FM";"1";0;0;0;0;0;0;0;14.0781000009156
HE_1_14_L;"1";1;2980414;2980414;7629859.84;7629859.84;-1.76236792849907;"1";0;1243.25501874919;1933.24170544082;0.0234530422129334;4028.77465561815;1985.49608783314;1377.25237892452;1932.50602202295;-0.151669733522764;5073.07653393664;3428.92447668194;1310.25369883686;1932.87386373189;1.56530609903902;-214.395776280528;1.17709346858828;214.399007544261;0.175122775735697;88.504200000898;"1";0;0;0;0;0;0;[0.594102694361926, 0.612075347681458, 0.591399217307788, 0.587685415386251, 0.607765543367959, 0.621797743152745, 0.616688947194308, 0.594754342407821, 0.589671013578209];[24, 24, 24, 24.8, 24.8, 24.8, 23.2, 24, 23.2];[62.4, 60.8, 60.8, 65.6, 60.8, 62.4, 62.4, 60.8, 60.8];3.20369999826653;"1";0;0;0;0;0;0;0;0;0;5.07549999747425;"1";1;36031;36031;92239.36;92239.36;-5.25757759170316;5.6;2963.70316671755;-2191.79226776942;-301.237006467146;7.56109999929322;"FM";"1";0;0;0;0;0;89.6278000000166;"FM";"1";0;0;0;0;0;0;0;12.7747000005911
HE_1_13_L;"1";1;2981455;2981455;7632524.8;7632524.8;-1.53340110047724;"1";0;1237.83327388737;1944.04360306949;0.241214368028205;4029.26075128116;1985.51672108377;1370.82659872986;1945.11800896036;0.0825647857607475;5073.00166824524;3431.39748484734;1304.32993630862;1944.58080601493;-1.5627178572963;-212.789319747986;-1.71904942538531;212.796263429924;0.158649582267458;95.1889999996638;"1";0;0;0;0;0;0;[0.647301269879698, 0.66625211754682, 0.643875564583982, 0.595797320740727, 0.592723864679231, 0.599475523990441, 0.623787201050775, 0.601245341976775, 0.634781369725275];[26.4, 28, 26.4, 25.6, 25.6, 26.4, 26.4, 25.6, 27.2];[62.4, 60.8, 60.8, 60.8, 60.8, 57.6, 59.2, 62.4, 59.2];8.34679999752552;"1";0;0;0;0;0;0;0;0;0;1.69989999994868;"1";1;36026;36026;92226.56;92226.56;-5.04608038118876;5.6;2981.38877477377;-2184.09615277855;-289.119108925881;9.30109999899287;"FM";"1";0;0;0;0;0;55.3896999990684;"FM";"1";0;0;0;0;0;0;0;16.0800999983621
HE_3_13_L;"1";1;2990515;2990515;7655718.4;7655718.4;-1.66214014174091;"1";0;1246.16350793095;1935.94890878397;0.12599598688441;4028.8621101375;1988.10023012889;1381.0414595674;1935.94398018515;-0.00339223667674288;5073.65886584889;3425.25424313552;1313.60248374917;1935.94644448456;1.57075978562004;-215.804722618325;0.00788575810656766;215.804722762403;0.129388223561152;96.9081999974151;"1";0;0;0;0;0;0;[0.614003267479081, 0.650185989231593, 0.652001160114194, 0.622569805818021, 0.594492129383739, 0.656863351563733, 0.650564504964951, 0.617925454173542, 0.660637057619001];[28, 28.8, 28.8, 27.2, 25.6, 28.8, 28, 28.8, 28];[60.8, 59.2, 60.8, 57.6, 60.8, 60.8, 59.2, 60.8, 59.2];3.32709999929648;"1";0;0;0;0;0;0;0;0;0;1.40169999940554;"1";1;34016;34016;87080.96;87080.96;-5.57730842525336;5.6;2981.26011288805;-2148.51980244591;-319.556233809773;6.55099999858066;"FM";"1";0;0;0;0;0;90.9457999987353;"FM";"1";0;0;0;0;0;0;0;15.3307000000495
HE_4_13_L;"1";1;2995662;2995662;7668894.72;7668894.72;-1.70336098103489;"1";0;1257.21676838257;1925.41385139461;0.075523126971689;4029.64198272164;1988.08180531669;1391.22833013959;1927.78040504509;-0.0767482242729319;5079.58946019172;3428.99034623249;1324.22254926108;1926.59712821985;-1.55313883768833;-214.418498811231;-3.78648584077346;214.451929596085;0.152271351244621;84.7164999977394;"1";0;0;0;0;0;0;[0.711503709433665, 0.72467195997479, 0.695777733480862, 0.683358908182098, 0.674805331210893, 0.68013552835203, 0.684941529928168, 0.657562783823808, 0.688154828941103];[30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 28.8, 28.8, 26.4];[64, 65.6, 65.6, 64, 62.4, 64, 62.4, 64, 65.6];3.65869999950519;"1";0;0;0;0;0;0;0;0;0;1.93310000031488;"1";1;31770;31770;81331.2;81331.2;-5.50571463658058;5.6;2866.52202706956;-2136.59271010387;-315.454211879471;8.99879999997211;"FM";"1";0;0;0;0;0;83.04859999771;"FM";"1";0;0;0;0;0;0;0;18.7611000001198
HE_3_14_L;"1";1;2990394;2990394;7655408.64;7655408.64;-1.83961187788508;"1";0;1248.43503684754;1926.66472201761;-0.0555397012879856;4028.69770657794;1987.05581529875;1382.05930593883;1926.08484167355;-0.213554139972465;5075.2998064122;3425.13298477241;1315.24717139319;1926.37478184558;1.56645672061507;-213.798830546059;0.927808550504415;213.800843711078;0.15801443868448;86.0415999995894;"1";0;0;0;0;0;0;[0.690872712693889, 0.668380578310008, 0.706434281687616, 0.689033193545558, 0.658383803578883, 0.66833306165554, 0.709091187579132, 0.613758676742503, 0.619727389625594];[25.6, 28.8, 25.6, 26.4, 25.6, 24.8, 28, 24.8, 25.6];[62.4, 64, 60.8, 64, 62.4, 64, 64, 62.4, 62.4];3.25399999928777;"1";0;0;0;0;0;0;0;0;0;1.31490000057966;"1";1;32119;32119;82224.64;82224.64;-5.0330334690694;5.6;2933.26512033376;-2100.73633674772;-288.371575925764;8.70040000154404;"FM";"1";0;0;0;0;0;112.141300000076;"FM";"1";0;0;0;0;0;0;0;15.0389999980689
HE_4_14_L;"1";1;2993320;2993320;7662899.2;7662899.2;-1.7677983699793;"1";0;1262.68408438244;1916.42411648863;0.00606399162044272;4028.96836316135;1986.6502805066;1397.21739193317;1915.69947094882;-0.175379344386376;5080.57403475694;3426.40387842954;1329.95073815781;1916.06179371872;1.56541001358294;-215.253292081175;1.15943286370748;215.256414623001;0.181443336006819;82.8906999995525;"1";0;0;0;0;0;0;[0.692884545517368, 0.750164258641279, 0.643643607249229, 0.698373966189809, 0.708816830293284, 0.705051115187422, 0.661567618426993, 0.640282526422216, 0.72190894342893];[25.6, 25.6, 25.6, 25.6, 24.8, 25.6, 24.8, 24.8, 25.6];[65.6, 67.2, 68.8, 64, 64, 65.6, 67.2, 64, 67.2];1.84159999844269;"1";0;0;0;0;0;0;0;0;0;1.44089999957941;"1";1;32741;32741;83816.96;83816.96;-4.89843884806555;5.6;2917.0829968541;-2140.96346476894;-280.659872197081;7.51010000021779;"FM";"1";0;0;0;0;0;61.4363000022422;"FM";"1";0;0;0;0;0;0;0;18.703199999436
HE_6_13_L;"1";1;2992586;2992586;7661020.16;7661020.16;-1.17470594873257;"1";0;1262.61266464965;1933.6735187538;0.607031625177961;4029.01753733592;1987.96498484397;1397.13855961723;1935.50199002125;0.453927193231308;5079.95052576201;3424.87081358366;1329.87561213344;1934.58775438752;-1.55720519861699;-215.24143194813;-2.92555402792968;215.261313044058;0.153104431946653;99.3388999995659;"1";0;0;0;0;0;0;[0.683908015639623, 0.660658070771955, 0.676686907819906, 0.710664663721737, 0.669539351019936, 0.681231971277134, 0.65184351669047, 0.679823476091913, 0.656155123533556];[28.8, 25.6, 29.6, 28.8, 28.8, 28.8, 28.8, 28.8, 25.6];[59.2, 64, 60.8, 62.4, 62.4, 60.8, 60.8, 60.8, 60.8];10.9615000001213;"1";0;0;0;0;0;0;0;0;0;3.84409999969648;"1";1;32841;32841;84072.96;84072.96;-4.52518198253334;5.6;2928.69050272525;-2154.51690265217;-259.273829127803;8.92300000123214;"FM";"1";0;0;0;0;0;75.5078000001959;"FM";"1";0;0;0;0;0;0;0;11.1292000001413
HE_5_13_L;"1";1;2990286;2990286;7655132.16;7655132.16;-1.68009491007718;"1";0;1248.23420799798;1947.76285167657;0.108688786363567;4028.81317508156;1988.09328370677;1384.00454818385;1946.57671418907;-0.00381615522559715;5069.58673483491;3424.01288529949;1316.11937809091;1947.16978293282;1.56206019701576;-217.232544297379;1.89781997999744;217.240834150924;0.112504941589164;88.2827999994333;"1";0;0;0;0;0;0;[0.627811798370249, 0.64604713961475, 0.656810914502937, 0.649541494849228, 0.641516381079781, 0.617507107697766, 0.616885497249401, 0.610758936150351, 0.607304885320827];[28.8, 28.8, 28.8, 28.8, 28, 28, 28, 28, 28.8];[59.2, 60.8, 60.8, 57.6, 59.2, 59.2, 59.2, 60.8, 62.4];2.42090000028838;"1";0;0;0;0;0;0;0;0;0;5.06110000060289;"1";1;33453;33453;85639.68;85639.68;-4.9826929923961;5.6;2975.05381281201;-2137.16815831166;-285.487279073707;6.45799999983865;"FM";"1";0;0;0;0;0;50.3662999981316;"FM";"1";0;0;0;0;0;0;0;8.89319999987492
HE_5_14_L;"1";1;2990871;2990871;7656629.76;7656629.76;-1.77279483215969;"1";0;1252.2170194039;1936.53573232535;0.0142715811662989;4028.68205910849;1987.16197233936;1386.11927677565;1934.39725484133;-0.110490580982659;5073.21595009214;3424.90290682093;1319.16814808978;1935.46649358334;1.55482724797481;-214.243611794793;3.42156397442595;214.270931987774;0.124762162148958;92.9711000026145;"1";0;0;0;0;0;0;[0.653299980206055, 0.691113315340718, 0.712286137545683, 0.676991157269033, 0.627339848812218, 0.654754475355975, 0.64114753160285, 0.640616844135472, 0.648985199061328];[24.8, 29.6, 28.8, 28.8, 27.2, 28.8, 28.8, 24.8, 28.8];[62.4, 62.4, 64, 62.4, 64, 62.4, 62.4, 64, 62.4];2.74960000024294;"1";0;0;0;0;0;0;0;0;0;1.36559999737074;"1";1;33407;33407;85521.92;85521.92;-5.22845469317638;5.6;2960.38075852366;-2142.70048792169;-299.568387294374;7.07239999974263;"FM";"1";0;0;0;0;0;53.6370999980136;"FM";"1";0;0;0;0;0;0;0;16.838600000483
HE_6_14_L;"1";1;2992992;2992992;7662059.52;7662059.52;-1.77171826698381;"1";0;1262.82275303091;1926.23442099626;0.0320330144131759;4028.87493389155;1987.19891172221;1397.45824883995;1926.11270043933;-0.118990960303151;5077.03311407403;3425.74524714336;1330.14050093543;1926.1735607178;1.56989225225617;-215.416793294469;0.194752891091775;215.41688133004;0.151023974716327;93.7204999972892;"1";0;0;0;0;0;0;[0.683449790883267, 0.709012344966519, 0.700944208441431, 0.67692856898415, 0.695044906375517, 0.666091691704057, 0.682038646943113, 0.680449230405302, 0.68545775356156];[25.6, 24.8, 25.6, 24.8, 24.8, 24.8, 24.8, 24.8, 24];[62.4, 67.2, 62.4, 64, 64, 64, 62.4, 62.4, 65.6];2.4494000026607;"1";0;0;0;0;0;0;0;0;0;2.28460000289488;"1";1;31406;31406;80399.36;80399.36;-4.58817005093175;5.6;2915.03361141183;-2105.07969177864;-262.882779606713;8.36919999710517;"FM";"1";0;0;0;0;0;86.9349999993574;"FM";"1";0;0;0;0;0;0;0;8.40449999668635
