;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;Pattern Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;2DM Align;P/A;P/A;P/A;P/A;P/A;P/A;P/A;Glue;Glue;Glue;Glue;Glue;Glue;Glue;FM;FM;FM;FM;FM;FM;FM;FM;FM;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond;Double Bond
HE_7_2_C1;1;1278.33416289478;1877.0401627554;-0.0833665448549163;0.752432236477375;74.1963000000396;"1";0;1409.13201384706;1878.04586937945;0.183091497822948;5.12748837406989;3.4667327938503;73.8472000011825;"1";0;[];[];[];[];3.66460000077495;["1", "1"];[0, 0];0;0;5.6;0;116.667000002053;"1";0;[];[];[];[];[];[];36.4865999981703;"1";0;[];[];[];[];[];1.92950000200653
HE_8_1_C1;1;1308.72691555735;1875.46344171881;-0.146445940022547;0.716113371599846;27.9561000024842;"1";0;1435.76324544636;1877.15789274916;0.178113726681832;5.12577502687822;3.47288553532763;90.6417000005604;"1";0;[];[];[];[];8.80719999986468;["1", "1"];[0, 0];0;0;0;0;75.1445999994758;"1";0;[];[];[];[];[];[];24.2916999995941;"1";0;[];[];[];[];[];1.71349999800441
HE_8_2_C1;1;1292.93035358739;1867.04920744482;0;0.731619706653447;27.3841000016546;"1";0;1421.19590033533;1866.5749731137;0.337466969825914;5.12122721789893;3.46562020663363;137.475699997594;"1";0;[];[];[];[];3.27149999793619;["1", "1"];[0, 0];0;0;0;0;80.8843999984674;"1";0;[];[];[];[];[];[];23.8174999976764;"1";0;[];[];[];[];[];4.0536999986216
HE_10_1_C1;1;1306.73137115498;1872.2646531002;-0.046270465314255;0.713855136311167;107.788500001334;"1";0;1433.49974619522;1873.91669947853;0.180020809878306;5.12971462908882;3.47037234185963;76.6646000010951;"1";0;[];[];[];[];9.10579999981564;["1", "1"];[0, 0];0;0;0;0;47.033900002134;"1";0;[];[];[];[];[];[];42.3126000023331;"1";0;[];[];[];[];[];3.92899999860674
HE_10_2_C1;1;1296.16103228652;1859.03346968853;0;0.733540087467333;30.8714999991935;"1";0;1423.72236305879;1862.42054686493;0.163318422832296;5.12766104625741;3.46517109217066;69.8231000023952;"1";0;[];[];[];[];6.06379999953788;["1", "1"];[0, 0];0;0;0;0;89.8774000015692;"1";0;[];[];[];[];[];[];21.4267000010295;"1";0;[];[];[];[];[];1.68309999935445
HE_9_2_C1;1;1281.07963117186;1874.68019058895;0;0.755096696093858;31.6716999986966;"1";0;1410.33233223957;1873.61095231644;0.122047978321873;5.1245670534784;3.4663176212904;92.7186000008078;"1";0;[];[];[];[];5.81989999773214;["1", "1"];[0, 0];0;0;0;0;51.8938999994134;"1";0;[];[];[];[];[];[];43.9660999982152;"1";0;[];[];[];[];[];2.42280000020401
HE_11_2_C1;1;1286.36747932719;1873.86208719666;-0.0405587899121232;0.743189929019906;61.0180000003311;"1";0;1413.23711288778;1874.94957642179;0.0597333770504793;5.12494407450741;3.46350254241314;134.659000003012;"1";0;[];[];[];[];10.5871000014304;["1", "1"];[0, 0];0;0;0;0;68.5812999981863;"1";0;[];[];[];[];[];[];34.5020999993721;"1";0;[];[];[];[];[];3.705600000103
HE_12_1_C1;1;1312.71267605365;1868.31526036305;-0.244726735111002;0.758046226562982;80.7247999982792;"1";0;1437.69034040729;1874.09492168456;0.0324126591394815;5.12347914409587;3.46932573477224;94.8260000004666;"1";0;[];[];[];[];4.88630000108969;["1", "1"];[0, 0];0;0;0;4;66.2252000001899;"1";0;[];[];[];[];[];[];35.0949999992736;"1";0;[];[];[];[];[];16.0735000026762
HE_11_1_C1;1;1298.03699419634;1883.48831530686;-0.363854249909872;0.803981926857148;29.7699000002467;"1";0;1423.25756887606;1885.06981976388;-0.0102858210071588;5.12000953280023;3.46847531978191;128.14090000029;"1";0;[];[];[];[];6.69439999910537;["1", "1"];[0, 0];0;0;4;0;70.6664999997884;"1";0;[];[];[];[];[];[];29.2682999970566;"1";0;[];[];[];[];[];5.0398999992467
HE_12_2_C1;1;1296.24339970811;1862.20365087683;-0.0748689186860542;0.704422388688414;55.3719000017736;"1";0;1425.01975222364;1863.03015835595;0.113241778049547;5.12700011960762;3.46335453908301;77.7276999979222;"1";0;[];[];[];[];5.60600000244449;["1", "1"];[0, 0];0;0;5.6;0;113.147899999603;"1";0;[];[];[];[];[];[];18.1037000002107;"1";0;[];[];[];[];[];3.62309999763966
HE_13_1_C1;1;1304.91182085566;1881.72095998206;-0.26501618288751;0.801756042820756;68.0328999987978;"1";0;1429.70788354472;1883.69042620946;0.0255363480068338;5.12764290493844;3.46971823469598;98.776300001191;"1";0;[];[];[];[];8.01370000044699;["1", "1"];[0, 0];0;0;5.6;0;66.7957000005117;"1";0;[];[];[];[];[];[];25.0831000012113;"1";0;[];[];[];[];[];4.75050000022748
HE_13_2_C1;1;1286.06078381199;1872.56654907305;0;0.784866855452805;39.859600001364;"1";0;1413.760400552;1874.14612233714;0.0923026110251892;5.12329034213328;3.46165028969114;80.0696999976935;"1";0;[];[];[];[];6.74870000148076;["1", "1"];[0, 0];0;0;4;0;108.603399999993;"1";0;[];[];[];[];[];[];20.1687999979185;"1";0;[];[];[];[];[];1.88379999963217
HE_14_1_C1;1;1319.95729983423;1869.39624161545;-0.318257361361346;0.754036439465267;60.1625999988755;"1";0;1442.77632410251;1875.23789888351;-0.0782011840837048;5.12761789938586;3.47019341786503;106.957199997851;"1";0;[];[];[];[];7.99610000103712;["1", "1"];[0, 0];0;0;0;0;76.0077999984787;"1";0;[];[];[];[];[];[];17.567599999893;"1";0;[];[];[];[];[];5.58430000091903
HE_14_2_C1;1;1298.9651076772;1857.99884828571;-0.191048405661385;0.738148700174179;42.8302000000258;"1";0;1426.05766902027;1862.22677710232;0.0203195924029529;5.12808197644798;3.46342044179339;76.3808999981848;"1";0;[];[];[];[];5.91430000349646;["1", "1"];[0, 0];0;0;4;0;85.214899998391;"1";0;[];[];[];[];[];[];20.6257999998343;"1";0;[];[];[];[];[];2.02060000083293
HE_15_1_C1;1;1307.08677657451;1884.17107458349;-0.494167520367607;0.807091117960027;37.0430000002671;"1";0;1431.73284274117;1889.16926133432;-0.15717609575675;5.12649232330616;3.46831122065762;76.6836000002513;"1";0;[];[];[];[];4.12639999922249;["1", "1"];[0, 0];0;0;2.4;0.8;99.5169999987411;"1";0;[];[];[];[];[];[];20.6638000017847;"1";0;[];[];[];[];[];2.27240000094753
HE_16_2_C1;1;1310.08660741402;1865.87879493904;-0.0647142930459396;0.765538553932174;59.9977000019862;"1";0;1437.56469596771;1870.55893096559;0.11763929647582;5.12754337841803;3.46504595929149;88.6360000004061;"1";0;[];[];[];[];4.62320000224281;["1", "1"];[0, 0];0;0;0;0;52.220200002921;"1";0;[];[];[];[];[];[];27.2127999996883;"1";0;[];[];[];[];[];3.91579999995884
HE_15_2_C1;1;1290.74542790718;1879.20416818079;0;0.787236420961904;51.3347000014619;"1";0;1417.40322927816;1881.05808861697;0.212957646982263;5.12729634295423;3.46338815458054;86.5598000018508;"1";0;[];[];[];[];4.95029999729013;["1", "1"];[0, 0];0;0;5.6;0;120.527000002767;"1";0;[];[];[];[];[];[];22.9868999995233;"1";0;[];[];[];[];[];3.05040000239387
HE_16_1_C1;1;1320.98086985423;1873.39423083998;-0.331040411838008;0.74014439260776;42.0317999996769;"1";0;1447.37870501721;1880.37934413041;-0.0511900557903209;5.12340805430748;3.4705619770341;77.7372000011383;"1";0;[];[];[];[];17.8683000012825;["1", "1"];[0, 0];0;0;4;0;79.5651000007638;"1";0;[];[];[];[];[];[];17.9432999975688;"1";0;[];[];[];[];[];5.46639999811305
HE_17_2_C1;1;1294.71558164268;1874.22638471036;-0.332017514870951;0.769737078497684;86.1048000006122;"1";0;1423.58455220896;1879.77626671671;-0.0751750446890581;5.129444976317;3.46291513713007;113.992100003088;"1";0;[];[];[];[];4.32589999763877;["1", "1"];[0, 0];0;0;0;0;78.563099999883;"1";0;[];[];[];[];[];[];24.7605999975349;"1";0;[];[];[];[];[];1.55369999993127
HE_17_1_C1;1;1318.26248192067;1886.78444204324;-0.0577342670365308;0.759115651562666;79.479200001515;"1";0;1447.42510044909;1889.6522027982;0.00947947066411805;5.12612240121279;3.46752298037924;123.150600000372;"1";0;[];[];[];[];6.58000000112224;["1", "1"];[0, 0];4;5.6;5.6;0;89.8870999990322;"1";0;[];[];[];[];[];[];22.0611000004283;"1";0;[];[];[];[];[];2.76440000016009
HE_18_2_C1;1;1312.76828453946;1853.89704896885;-0.0839495792646293;0.703698742255682;75.9360000010929;"1";0;1441.81439403331;1865.46760661653;0.124648423942774;5.13328043932759;3.4696030955679;56.5031000005547;"1";0;[];[];[];[];4.54539999918779;["1", "1"];[0, 0];0;0;0;0;90.8936000014364;"1";0;[];[];[];[];[];[];35.4468999976234;"1";0;[];[];[];[];[];1.52869999874383
HE_17_3_C1;1;1316.6909681185;1879.96865735317;-0.102318072865344;0.816127660974814;34.9808999999368;"1";0;1442.0881789945;1888.03821714738;0.103150718999213;5.12541073165948;3.47411969304728;142.477199999121;"1";0;[];[];[];[];16.4681999995082;["1", "1"];[0, 0];0;0;2.4;0;52.0980000001146;"1";0;[];[];[];[];[];[];16.9329000018479;"1";0;[];[];[];[];[];1.64060000315658
HE_18_4_C1;1;1312.57072920725;1859.19772569553;0;0.749891418893924;26.867200002016;"1";0;1440.62355823153;1866.78462702094;0.177095299951843;5.12998807134436;3.47505141278959;133.232200001657;"1";0;[];[];[];[];3.32730000081938;["1", "1"];[0, 0];0;0;0;0;69.4375999992189;"1";0;[];[];[];[];[];[];19.5595000004687;"1";0;[];[];[];[];[];1.86200000098324
HE_17_4_C1;1;1305.20344595928;1868.93249961849;0;0.79143278441137;114.925400001084;"1";0;1431.92282918157;1876.09902126571;0.0880251656309312;5.12763223482348;3.47400906821511;53.0106999976852;"1";0;[];[];[];[];8.36890000209678;["1", "1"];[0, 0];0;0;0;0;53.113800000574;"1";0;[];[];[];[];[];[];42.0826000008674;"1";0;[];[];[];[];[];3.81019999986165
HE_18_3_C1;1;1327.22753404389;1869.94123893344;0;0.796623523194285;42.8011000003607;"1";0;1454.12292302525;1876.94081956354;0.101633611530071;5.13053104939267;3.47511219681829;118.768599997566;"1";0;[];[];[];[];3.41229999685311;["1", "1"];[0, 0];0;0;2.4;0;48.7663999992947;"1";0;[];[];[];[];[];[];18.0772000021534;"1";0;[];[];[];[];[];3.3136000020022
HE_15_3_C1;1;1314.12882761697;1886.63161695173;-0.0906627458126335;0.801072606244105;54.6321000001626;"1";0;1439.41997484901;1892.5196096534;0.151687788319339;5.12662030676989;3.46800155888418;99.5333999999275;"1";0;[];[];[];[];3.673199997138;["1", "1"];[0, 0];0;0;0;0;57.7806000001146;"1";0;[];[];[];[];[];[];58.6795999988681;"1";0;[];[];[];[];[];1.50959999882616
HE_16_3_C1;1;1323.49677059054;1876.90950662156;-0.10424120262347;0.793064296047447;51.6139999999723;"1";0;1448.96647624633;1883.78908022084;0.101236727755256;5.12199342080369;3.46837083145231;87.9800000002433;"1";0;[];[];[];[];3.71879999875091;["1", "1"];[0, 0];0;0;0;0;53.4927000007883;"1";0;[];[];[];[];[];[];49.3186999992759;"1";0;[];[];[];[];[];3.27420000030543
HE_15_4_C1;1;1294.88661412283;1881.57145428771;-0.375919805031808;0.788329159819511;76.2867999983428;"1";0;1417.60282170717;1885.41113814299;0.0633993840341552;5.12505306055917;3.46460685909906;72.3457999993116;"1";0;[];[];[];[];3.72549999883631;["1", "1"];[0, 0];0;0;0;0;56.3048000003619;"1";0;[];[];[];[];[];[];31.8554000004951;"1";0;[];[];[];[];[];13.4752999983903
HE_13_3_C1;1;1308.64193318338;1886.06298868823;-0.0551105365139163;0.81926350584223;73.9169000007678;"1";0;1433.54142531102;1889.86394929398;0.30411233181743;5.12471014329519;3.4699967424447;96.2165000019013;"1";0;[];[];[];[];6.66800000180956;["1", "1"];[0, 0];0;0;0;0;78.2994000001054;"1";0;[];[];[];[];[];[];21.0130000014033;"1";0;[];[];[];[];[];2.30580000061309
HE_16_4_C1;1;1313.31849829828;1868.78455217789;-0.0905005834770492;0.778270146962711;70.4833999989205;"1";0;1436.77850272412;1871.29705290428;0.103104904737356;5.13149225432746;3.46573101177741;36.6409999987809;"1";0;[];[];[];[];3.66430000212858;["1", "1"];[0, 0];0;0;5.6;0;119.082600002002;"1";0;[];[];[];[];[];[];28.4892000017862;"1";0;[];[];[];[];[];1.44169999839505
HE_14_4_C1;1;1302.08915396933;1866.93907784351;-0.313651012493818;0.751144014850382;96.6842000016186;"1";0;1428.61042899948;1867.5977658263;-0.00342108121266783;5.12728559025808;3.46582034405404;94.7567000002891;"1";0;[];[];[];[];10.4486000018369;["1", "1"];[0, 0];0;0;8.8;0;65.1728000011644;"1";0;[];[];[];[];[];[];22.4467999978515;"1";0;[];[];[];[];[];2.42639999851235
HE_14_3_C1;1;1319.48755488118;1876.1217241931;-0.173797167181517;0.812635362936959;64.8538999994344;"1";0;1442.98241678269;1879.32078265761;0.147563008044359;5.12617814411265;3.46970664114275;109.433300000092;"1";0;[];[];[];[];6.62419999935082;["1", "1"];[0, 0];0;0;5.6;0;94.1608000030101;"1";0;[];[];[];[];[];[];21.9624999990629;"1";0;[];[];[];[];[];1.6643999988446
HE_12_4_C1;1;1295.8677560588;1868.92309293226;-0.160026338177555;0.678783824785995;18.62009999968;"1";0;1426.471862345;1873.08169932837;-0.00655933270507127;5.12282163508212;3.46764082993093;148.884300000645;"1";0;[];[];[];[];5.28280000071391;["1", "1"];[0, 0];0;0;0;0;47.0758999981626;"1";0;[];[];[];[];[];[];16.9567000011739;"1";0;[];[];[];[];[];2.78199999956996
HE_13_4_C1;1;1290.79167583491;1876.31522302997;-0.116883654244153;0.785792271537957;35.9428000010666;"1";0;1415.27527346929;1881.1895062417;0.0494499602189174;5.12559002674524;3.46580942972008;66.0731999996642;"1";0;[];[];[];[];4.27930000296328;["1", "1"];[0, 0];0;0;0;0;88.0972000013571;"1";0;[];[];[];[];[];[];13.4866000007605;"1";0;[];[];[];[];[];1.65670000205864
HE_12_3_C1;1;1314.03181130584;1881.19110905316;-0.0782696413810356;0.787390318619543;50.4970999973011;"1";0;1441.13371820155;1883.52686575967;0.224729062790239;5.12439838957291;3.47201124131594;99.3705999972008;"1";0;[];[];[];[];5.76010000077076;["1", "1"];[0, 0];0;0;4;0;48.3396999989054;"1";0;[];[];[];[];[];[];19.4564000012178;"1";0;[];[];[];[];[];3.81500000003143
HE_11_3_C1;1;1305.53502852317;1892.87494929648;-0.188283063672021;0.82297230841462;27.4024999998801;"1";0;1428.58086238551;1894.28834933156;0.166311491507408;5.12083946698675;3.47184465609125;64.3040999966615;"1";0;[];[];[];[];4.48759999926551;["1", "1"];[0, 0];0;0;0;0;104.124299999967;"1";0;[];[];[];[];[];[];22.1110000020417;"1";0;[];[];[];[];[];1.78170000071987
HE_11_4_C1;1;1292.80579674978;1882.82760061168;-0.210592854183812;0.793849043124681;46.1517000003369;"1";0;1418.11610941182;1885.39240950196;-0.0367299499071862;5.12776841924381;3.4660186568699;58.223200001521;"1";0;[];[];[];[];3.16120000206865;["1", "1"];[0, 0];0;0;0;0;105.251599998155;"1";0;[];[];[];[];[];[];16.5119000012055;"1";0;[];[];[];[];[];1.70459999935701
HE_10_4_C1;1;1296.53357968997;1881.37293759653;-0.0994537192827178;0.74295358151079;43.7743000002229;"1";0;1422.3630467649;1881.36435362469;0.0457944328563623;5.12652580098466;3.46692411759372;96.3240999990376;"1";0;[];[];[];[];4.81030000082683;["1", "1"];[0, 0];0;0;4;0;95.900199998141;"1";0;[];[];[];[];[];[];20.6631000000925;"1";0;[];[];[];[];[];1.67180000062217
HE_8_4_C1;1;1297.89442103365;1880.39213789256;0;0.752104074280595;27.588700002525;"1";0;1423.90929512133;1880.93569184819;0.323240226264767;5.12037244708427;3.47250317800036;53.6203000010573;"1";0;[];[];[];[];6.75950000004377;["1", "1"];[0, 0];0;0;0;0;50.7175999991887;"1";0;[];[];[];[];[];[];22.3246999994444;"1";0;[];[];[];[];[];3.04909999977099
HE_9_3_C1;1;1301.01259398658;1897.10427327951;-0.154618741902855;0.788580242210742;25.7728000033239;"1";0;1427.80518056334;1899.89639307597;0.0789666327797155;5.12762932298537;3.46961796028357;71.0629999994126;"1";0;[];[];[];[];7.26880000001984;["1", "1"];[0, 0];0;0;0;0;53.7850000000617;"1";0;[];[];[];[];[];[];20.8368999992672;"1";0;[];[];[];[];[];2.61020000107237
HE_10_3_C1;1;1313.61404124149;1890.13451833038;-0.313321237665812;0.776331822336829;69.3361000012374;"1";0;1439.05972719193;1890.49181693122;-0.0654805330448438;5.12768001413625;3.47107092525669;73.6431999976048;"1";0;[];[];[];[];8.24189999912051;["1", "1"];[0, 0];0;0;4;0;51.267499999085;"1";0;[];[];[];[];[];[];18.7737000014749;"1";0;[];[];[];[];[];2.73620000007213
HE_9_4_C1;1;1283.34965406755;1892.92086240447;-0.153155054326892;0.772555959678726;36.1913999986427;"1";0;1409.966548209;1892.66787589627;0.0803268634194153;5.12561924962614;3.4674117515143;71.0784000002604;"1";0;[];[];[];[];5.98030000037397;["1", "1"];[0, 0];0;0;2.4;0;59.4554999988759;"1";0;[];[];[];[];[];[];17.8344000014476;"1";0;[];[];[];[];[];2.0409999997355
HE_7_3_C1;1;1303.76892342834;1897.78199791556;-0.329030906739034;0.812979831736612;41.6192000011506;"1";0;1427.4889424535;1898.91385927583;0.0512094205116622;5.12383654054168;3.46842309073105;85.8302999986336;"1";0;[];[];[];[];6.29130000015721;["1", "1"];[0, 0];0;0;0;0;84.4417000007525;"1";0;[];[];[];[];[];[];21.8776000001526;"1";0;[];[];[];[];[];1.74289999995381
HE_7_4_C1;1;1281.89127001487;1890.07017878389;0;0.759310610425132;57.4288999996497;"1";0;1409.04357079665;1891.12367799345;0.198495684107126;5.12641674765405;3.47009379589021;62.7201999996032;"1";0;[];[];[];[];3.80849999783095;["1", "1"];[0, 0];0;0;0;0;109.554800001206;"1";0;[];[];[];[];[];[];33.8016999994579;"1";0;[];[];[];[];[];4.22020000041812
HE_8_3_C1;1;1312.34408148755;1889.85219313518;-0.356178032069916;0.747929911386848;42.6871999989089;"1";0;1438.73964772719;1888.08106240681;-0.1471484562424;5.12856057112323;3.46894333575135;107.523300001048;"1";0;[];[];[];[];3.13449999885052;["1", "1"];[0, 0];0;0;0;0;42.9407999981777;"1";0;[];[];[];[];[];[];22.3513999990246;"1";0;[];[];[];[];[];3.20789999750559
HE_6_4_C1;1;1296.99511879558;1875.89550871332;0;0.724275579454144;29.0131000001566;"1";0;1421.71392357384;1878.85098017008;0.415204615076953;5.12932527813342;3.4684873222563;66.0556999973778;"1";0;[];[];[];[];4.08729999981006;["1", "1"];[0, 0];0;0;0;0;48.8633999993908;"1";0;[];[];[];[];[];[];47.310899997683;"1";0;[];[];[];[];[];2.11990000025253
HE_3_4_C1;1;1282.03119519509;1882.0200772439;0;0.741030122743751;36.5727999997034;"1";0;1409.93740206309;1882.76939752623;0.140095496621449;5.1252245802463;3.46782218615283;61.1276999989059;"1";0;[];[];[];[];7.36099999994622;["1", "1"];[0, 0];0;0;0;0;77.8742000002239;"1";0;[];[];[];[];[];[];20.984499999031;"1";0;[];[];[];[];[];1.79680000292137
HE_4_4_C1;1;1296.01252613133;1873.20847302482;0;0.71731632737567;28.8019999970857;"1";0;1423.54033396198;1872.82011470508;0.194575397479605;5.12701245554386;3.46923415856176;79.9776999992901;"1";0;[];[];[];[];4.11830000302871;["1", "1"];[0, 0];0;0;0;0;52.4997000029543;"1";0;[];[];[];[];[];[];14.8365999993985;"1";0;[];[];[];[];[];4.04789999811328
HE_3_3_C1;1;1303.19149414811;1888.31112369036;0;0.724746899216711;25.6011000019498;"1";0;1427.42506642619;1892.13930017469;0.381537577008124;5.12995429129789;3.47016702257518;71.0561000014422;"1";0;[];[];[];[];4.84299999880022;["1", "1"];[0, 0];0;0;0;0;54.1564999984985;"1";0;[];[];[];[];[];[];28.5524999999325;"1";0;[];[];[];[];[];7.04039999982342
HE_4_3_C1;1;1312.99416589297;1878.51030674622;0;0.769329085984026;36.8239999988873;"1";0;1437.53639932035;1880.8873293326;0.278467512024218;5.12909135632175;3.47070476611867;57.0939000026556;"1";0;[];[];[];[];5.83859999824199;["1", "1"];[0, 0];0;0;0;0;53.3399999985704;"1";0;[];[];[];[];[];[];28.54600000137;"1";0;[];[];[];[];[];6.39020000016899
HE_2_4_C1;1;1301.85409684868;1876.20682543268;-0.0415144103082104;0.7316367991167;45.2110999976867;"1";0;1429.43108991516;1879.97389106174;0.229532046012225;5.12834705184;3.46896341020911;87.1361999998044;"1";0;[];[];[];[];3.95190000199364;["1", "1"];[0, 0];0;0;0;0;59.4208000002254;"1";0;[];[];[];[];[];[];18.8519000002998;"1";0;[];[];[];[];[];2.2261999984039
HE_1_3_C1;1;1308.72162827789;1899.54277225182;-0.0875672492119242;0.81892755053002;58.3088000021235;"1";0;1432.69647529268;1900.80780184663;0.26472227057446;5.13021706606505;3.46600681134401;79.3631000015012;"1";0;[];[];[];[];3.92099999953643;["1", "1"];[0, 0];0;0;0;0;61.6432999995595;"1";0;[];[];[];[];[];[];23.078499998519;"1";0;[];[];[];[];[];1.9810999983747
HE_2_3_C1;1;1318.0725252136;1888.04206227788;-0.0532297983766248;0.741912971391685;46.2093000023742;"1";0;1444.58548506713;1889.0448071399;0.129121278882398;5.12887911132567;3.46793381413061;69.656900002883;"1";0;[];[];[];[];7.69189999846276;["1", "1"];[0, 0];0;0;0;0;52.9443000013998;"1";0;[];[];[];[];[];[];30.5345999986457;"1";0;[];[];[];[];[];10.3103000001283
HE_1_4_C1;1;1287.94797758553;1891.21747506192;0;0.766771044960592;41.738499996427;"1";0;1413.10222457388;1893.61364974358;0.201428174774773;5.13136167709567;3.46709305096294;122.887000001356;"1";0;[];[];[];[];4.03739999819663;["1", "1"];[0, 0];0;0;0;0;76.8430999996781;"1";0;[];[];[];[];[];[];31.7675000005693;"1";0;[];[];[];[];[];1.78210000012768
HE_1_5_C1;1;1312.34822039965;1903.51474111743;0;0.764542934319792;25.5550000001676;"1";0;1437.75611686132;1905.79032158961;0.32221682241801;5.1311792165563;3.47447081032275;127.359699999943;"1";0;[];[];[];[];8.21540000106324;["1", "1"];[0, 0];0;0;0;0;58.3858999998483;"1";0;[];[];[];[];[];[];18.1421999986924;"1";0;[];[];[];[];[];2.64379999862285
HE_2_6_C1;1;1307.95175749906;1883.03476386123;0;0.740702157012066;56.5560000031837;"1";0;1432.27336290833;1884.72411257306;0.315101335808839;5.12474689301797;3.47533238698828;75.5671000006259;"1";0;[];[];[];[];4.6634999998787;["1", "1"];[0, 0];0;0;0;0;70.6236000005447;"1";0;[];[];[];[];[];[];23.4751999996661;"1";0;[];[];[];[];[];3.0019000005268
