;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. *Cumulative Area (um)(FM);7. circularity (FM);8. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. *Cumulative Area (um)(FM);8. circularity (FM);9. Inspection Time
HE_11_1_L;"1";1;2993918;2993918;7664430.08;7664430.08;-1.2216350848794;"1";0;1259.3887779995;1877.13238445181;0.563419739815108;4030.43648209441;1987.79986772542;1392.09570079034;1881.30004761577;0.416956496690506;5082.98235822582;3433.54928399122;1325.74223939492;1879.21621603379;-1.53940162836878;-212.331076465354;-6.66826106233857;212.435759086203;0.146463243124602;164.457800012315;"1";0;0;0;0;0;0;[0.580211671790982, 0.571420622374171, 0.580116258140022, 0.58778272917531, 0.601492151909723, 0.628090493654153, 0.606337702904665, 0.601714523021516, 0.573854691605295];[28.8, 28.8, 29.6, 28.8, 28.8, 29.6, 28.8, 28.8, 29.6];[62.4, 60.8, 65.6, 64, 59.2, 60.8, 62.4, 60.8, 62.4];34.7067000111565;"1";0;0;0;0;0;0;0;0;0;7.34359998023137;"1";1;33258;33258;85140.48;85140.48;-4.52487847392435;5.6;2851.49125022551;-2154.7890552649;-259.256439365462;13.2614999893121;"FM";"1";0;0;0;0;0;56.386600015685;"FM";"1";0;0;0;0;0;0;62.3951000161469
HE_12_2_L;"1";1;2990562;2990562;7655838.72;7655838.72;-1.56036647620096;"1";0;1270.4898475562;1859.27635491677;0.210004947931108;4029.97071064752;1987.00567997027;1403.83872737572;1862.1529283542;0.134994772308184;5087.97661939659;3438.52920974779;1337.16428746596;1860.71464163549;-1.54922788640667;-213.358207711243;-4.60251749989111;213.407844197656;0.0750101756229237;121.750399994198;"1";0;0;0;0;0;0;[0.543394357847966, 0.538869489372943, 0.560406413891338, 0.55425796364063, 0.571766144820779, 0.576065073449109, 0.544333666939254, 0.593953279120673, 0.546334559480494];[25.6, 27.2, 27.2, 26.4, 28.8, 25.6, 24.8, 26.4, 26.4];[60.8, 60.8, 60.8, 60.8, 60.8, 60.8, 59.2, 62.4, 62.4];8.03960001212545;"1";0;0;0;0;0;0;0;0;0;4.00590000208467;"1";1;32534;32534;83287.04;83287.04;-4.97921242585955;5.6;2812.44571217803;-2157.26759697547;-285.287857300848;19.2568999773357;"FM";"1";0;0;0;0;0;59.6306000079494;"FM";"1";0;0;0;0;0;0;58.0922000226565
HE_12_1_L;"1";1;2992925;2992925;7661888;7661888;-1.05177102860349;"1";0;1266.43247508092;1871.1969818022;0.721444503995469;4030.28675698274;1987.66994118716;1399.38185526632;1875.50032090817;0.59218261056648;5084.41559000563;3435.65562601004;1332.90716517362;1873.34865135519;-1.53843937131955;-212.719008296636;-6.88534256954663;212.830412378035;0.129261893428989;154.740900004981;"1";0;0;0;0;0;0;[0.562659484979985, 0.560187978710435, 0.551898600526717, 0.561022865321843, 0.564028300044134, 0.544507121489744, 0.578799534198152, 0.54489837291876, 0.541033653375057];[28, 28.8, 28, 27.2, 26.4, 27.2, 26.4, 28, 28.8];[62.4, 60.8, 60.8, 60.8, 59.2, 60.8, 60.8, 62.4, 62.4];2.29200001922436;"1";0;0;0;0;0;0;0;0;0;3.72760000755079;"1";1;33482;33482;85713.92;85713.92;-4.25346026833619;5.6;2844.3057881847;-2170.48706767816;-243.705321702246;17.7656000014395;"FM";"1";0;0;0;0;0;48.8758999854326;"FM";"1";0;0;0;0;0;0;25.6922999978997
HE_11_2_L;"1";1;2991956;2991956;7659407.36;7659407.36;-1.30028708301904;"1";0;1250.54919586821;1868.41997216725;0.476441233640755;4029.58670710446;1987.02466665508;1383.71765594056;1870.40130178497;0.399097985660885;5084.57904775236;3430.53998210838;1317.13342590439;1869.41063697611;-1.55591905453049;-213.069536115749;-3.17012738834092;213.09311797484;0.0773432479798695;127.396900003077;"1";0;0;0;0;0;0;[0.619170451850802, 0.612256527492131, 0.596351881711508, 0.602925230345997, 0.587542565695242, 0.565791334519303, 0.577925904056842, 0.573925409988041, 0.577923449626795];[29.6, 28.8, 28.8, 28.8, 28.8, 26.4, 26.4, 25.6, 24.8];[62.4, 62.4, 62.4, 60.8, 59.2, 60.8, 60.8, 60.8, 62.4];5.41440001688898;"1";0;0;0;0;0;0;0;0;0;1.82469998253509;"1";1;32157;32157;82321.92;82321.92;-4.59864170136074;5.6;2805.0882358429;-2121.89316167553;-263.482760980831;19.8351999861188;"FM";"1";0;0;0;0;0;44.2542000091635;"FM";"1";0;0;0;0;0;0;62.1222000045236
HE_14_1_L;"1";1;2993126;2993126;7662402.56;7662402.56;-1.24525441277973;"1";0;1272.95638037035;1866.70206001104;0.53000298040261;4030.09718319546;1987.56621459448;1405.83283475035;1870.93131088716;0.461767546316116;5090.8521510325;3435.33532152931;1339.39460756035;1868.8166854491;-1.53897862353131;-212.602327008;-6.76680140178578;212.709988130383;0.0682354340864934;125.507399992784;"1";0;0;0;0;0;0;[0.534766579193222, 0.541372149909011, 0.538358966317221, 0.539322338768828, 0.550053976066628, 0.552921616287435, 0.542207272517227, 0.567004041334714, 0.537724392232542];[28, 28.8, 28.8, 28, 28.8, 28.8, 28, 28, 28.8];[59.2, 60.8, 60.8, 60.8, 60.8, 62.4, 59.2, 59.2, 62.4];5.71580001269467;"1";0;0;0;0;0;0;0;0;0;4.07600001199171;"1";1;33282;33282;85201.92;85201.92;-4.55132160541754;5.6;2842.43543056307;-2174.30183282255;-260.771519197131;19.5904000138398;"FM";"1";0;0;0;0;0;58.136600011494;"FM";"1";0;0;0;0;0;0;38.1276999833062
HE_14_2_L;"1";1;2989698;2989698;7653626.88;7653626.88;-1.44532590712491;"1";0;1272.86248502359;1861.53281630575;0.330087643795404;4030.04212241563;1987.03515596455;1405.30782566042;1862.58876853227;0.240935215232962;5083.9482027439;3438.46591677388;1339.085155342;1862.06079241901;-1.56282375600772;-211.912545018924;-1.68952356244008;211.919279977697;0.0891524285624412;228.602099989075;"1";0;0;0;0;0;0;[0.561308907988095, 0.596511496466042, 0.577799106784662, 0.530324068850797, 0.599317670795914, 0.575765172132947, 0.580978555594462, 0.577072486701737, 0.563840853470958];[28, 27.2, 28, 26.4, 27.2, 28, 28, 27.2, 28];[57.6, 57.6, 59.2, 59.2, 57.6, 59.2, 59.2, 57.6, 62.4];9.95099998544902;"1";0;0;0;0;0;0;0;0;0;2.57449998753145;"1";1;33117;33117;84779.52;84779.52;-5.08264024353986;5.6;2846.75911465411;-2169.25291542108;-291.213834738179;21.7040000134148;"FM";"1";0;0;0;0;0;28.6773999978323;"FM";"1";0;0;0;0;0;0;56.0944000026211
HE_13_1_L;"1";1;2992947;2992947;7661944.32;7661944.32;-1.26994665733972;"1";0;1257.2815037311;1874.498049853;0.507339775526664;4030.19746138642;1987.60304874959;1391.11537362479;1878.36695823291;0.419099436071997;5080.56494305714;3434.32167147443;1324.19843867794;1876.43250404295;-1.54189608511465;-214.134191829901;-6.19025340786502;214.223647966088;0.088240339454667;204.31090000784;"1";0;0;0;0;0;0;[0.57201172244354, 0.547339051532473, 0.553011150421833, 0.567162202784979, 0.553495318161474, 0.553112231565063, 0.55943046986293, 0.575457905622174, 0.525201782714742];[28.8, 27.2, 28, 27.2, 28, 28, 28.8, 28.8, 28.8];[60.8, 60.8, 59.2, 59.2, 59.2, 57.6, 60.8, 60.8, 60.8];3.2919000077527;"1";0;0;0;0;0;0;0;0;0;12.8076999972109;"1";1;33199;33199;84989.44;84989.44;-4.34229965792493;5.6;2847.72673875719;-2146.29823789873;-248.795443780199;9.67050000326708;"FM";"1";0;0;0;0;0;70.1031000062358;"FM";"1";0;0;0;0;0;0;71.4582999935374
HE_13_2_L;"1";1;2991457;2991457;7658129.92;7658129.92;-1.27166259830157;"1";0;1262.98783275954;1871.54579781571;0.517059330429052;4029.60696621943;1987.41242039005;1396.12871346943;1873.62780908399;0.473584828259728;5083.04163175441;3437.54568620275;1329.55827311448;1872.58680344985;-1.55515994544471;-213.025409135832;-3.3312180292487;213.051453764218;0.0434745021693248;221.60889999941;"1";0;0;0;0;0;0;[0.552189871857412, 0.507326687735485, 0.535243341646138, 0.516987986960976, 0.55480466313635, 0.555959472713435, 0.541212466866747, 0.570735499312641, 0.507908961442756];[27.2, 26.4, 28, 25.6, 25.6, 26.4, 25.6, 28, 27.2];[60.8, 59.2, 57.6, 59.2, 59.2, 60.8, 60.8, 60.8, 59.2];5.6347000063397;"1";0;0;0;0;0;0;0;0;0;6.44050000119023;"1";1;32558;32558;83348.48;83348.48;-4.62689042869014;5.6;2830.60890718103;-2146.22239695313;-265.101293833421;19.8235000134446;"FM";"1";0;0;0;0;0;61.091600015061;"FM";"1";0;0;0;0;0;0;48.4028999926522
HE_16_1_L;"1";1;2994000;2994000;7664640;7664640;-1.49630382817653;"1";0;1272.4797769023;1861.40091938325;0.275518825473397;4029.77481330281;1987.47330706582;1405.48591463174;1865.41463730952;0.240636913765059;5080.113699614;3433.9877162838;1338.98284576702;1863.40777834638;-1.54062854432102;-212.8098203671;-6.42194868202714;212.906695689807;0.0348819117083384;222.547000012128;"1";0;0;0;0;0;0;[0.552982196096594, 0.534297390562562, 0.551537906575842, 0.539459660878583, 0.544641980767784, 0.57314651282633, 0.560446486389346, 0.575737147735017, 0.548246986349387];[28, 28.8, 28, 28, 27.2, 28, 28, 28.8, 28.8];[59.2, 60.8, 59.2, 60.8, 60.8, 60.8, 60.8, 62.4, 60.8];5.73870001244359;"1";0;0;0;0;0;0;0;0;0;2.07950000185519;"1";1;33110;33110;84761.6;84761.6;-4.78761162382536;5.6;2821.92072485654;-2172.31284808215;-274.309939992968;8.79809999605641;"FM";"1";0;0;0;0;0;58.4327999968082;"FM";"1";0;0;0;0;0;0;55.8895999856759
HE_15_1_L;"1";1;2993631;2993631;7663695.36;7663695.36;-1.15938552316857;"1";0;1262.89332958469;1871.98769195196;0.618900382899562;4030.09724553876;1987.47436910064;1395.42999391597;1875.10275058283;0.53570402978021;5082.7642945921;3434.12316097691;1329.16166175033;1873.54522126739;-1.54729728038654;-212.058662930051;-4.98409380940575;212.11722635086;0.0831963531193521;150.674900010927;"1";0;0;0;0;0;0;[0.563768826920273, 0.535900235207487, 0.575429210879962, 0.58735902128075, 0.578880894004014, 0.562474313655337, 0.558072440401359, 0.574460316715144, 0.559220164796959];[28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8];[59.2, 59.2, 59.2, 62.4, 62.4, 60.8, 60.8, 59.2, 60.8];4.7624999715481;"1";0;0;0;0;0;0;0;0;0;4.01109998347238;"1";1;32889;32889;84195.84;84195.84;-4.4332612672826;5.6;2832.41278238925;-2154.19171151449;-254.007160094111;13.0037000053562;"FM";"1";0;0;0;0;0;59.5528999983799;"FM";"1";0;0;0;0;0;0;44.8763000022154
HE_15_2_L;"1";1;2992443;2992443;7660654.08;7660654.08;-1.46049896484862;"1";0;1266.53819837222;1861.99349203276;0.32391422135434;4029.85329237925;1987.25558726397;1399.64118001725;1864.39615681184;0.259331548114871;5080.38156449083;3434.76305662303;1333.08968919474;1863.1948244223;-1.55274711531128;-212.964770632052;-3.8442636465239;212.999464537699;0.0645826732394692;183.603400015272;"1";0;0;0;0;0;0;[0.580190380985061, 0.550682917713865, 0.598092614989935, 0.544617352306096, 0.602563117579336, 0.573376088423727, 0.557784284098149, 0.564660014036872, 0.571360533331966];[26.4, 25.6, 28.8, 28, 28.8, 27.2, 28, 25.6, 28.8];[60.8, 62.4, 64, 64, 64, 60.8, 60.8, 62.4, 60.8];2.18000001041219;"1";0;0;0;0;0;0;0;0;0;4.77600001613609;"1";1;32031;32031;81999.36;81999.36;-4.57402949752259;5.6;2804.72417345696;-2136.64422590615;-262.072585576389;7.51530000707135;"FM";"1";0;0;0;0;0;48.5340000013821;"FM";"1";0;0;0;0;0;0;70.3781000047456
HE_16_2_L;"1";1;2991507;2991507;7658257.92;7658257.92;-1.48395188706092;"1";0;1278.73570155205;1854.18500484881;0.289319580941835;4030.17024770728;1987.29386164949;1411.49481142327;1856.91947759659;0.191442715590151;5081.16429976662;3435.07163297362;1345.11525648766;1855.5522412227;-1.55020198753061;-212.414575793941;-4.3751563964448;212.459629113894;0.0978768653516844;255.577699979767;"1";0;0;0;0;0;0;[0.579153193578389, 0.566518076113669, 0.598062211239871, 0.522525355694114, 0.581329427354446, 0.540461724323016, 0.56363097170073, 0.573744557111234, 0.580074507542852];[28, 28, 28, 25.6, 26.4, 26.4, 25.6, 25.6, 29.6];[60.8, 59.2, 60.8, 59.2, 62.4, 59.2, 62.4, 60.8, 64];11.1584000114817;"1";0;0;0;0;0;0;0;0;0;7.63390000793152;"1";1;32171;32171;82357.76;82357.76;-4.91499151895286;5.6;2804.49831214448;-2160.0392403096;-281.608270378593;10.3074999933597;"FM";"1";0;0;0;0;0;38.0657000059728;"FM";"1";0;0;0;0;0;0;42.6194000174291
HE_17_2_L;"1";1;2990728;2990728;7656263.68;7656263.68;-1.25355242349013;"1";0;1269.3250612763;1864.93046808416;0.525821423643937;4029.18127587125;1987.1941769507;1402.53604215432;1866.99022250694;0.407989845410149;5080.61160544521;3431.00650694404;1335.93055171531;1865.96034529555;-1.55533521179384;-213.13756940483;-3.29560707644632;213.163046792358;0.117831578233789;218.753199995263;"1";0;0;0;0;0;0;[0.57055865942782, 0.590965573301659, 0.519316987049749, 0.570535846121112, 0.585711965584222, 0.604578432916907, 0.57691626784194, 0.55291148269679, 0.544860604521496];[28, 28.8, 25.6, 28, 27.2, 27.2, 27.2, 28, 27.2];[57.6, 60.8, 59.2, 59.2, 57.6, 57.6, 59.2, 59.2, 57.6];9.2395999818109;"1";0;0;0;0;0;0;0;0;0;6.65670001762919;"1";1;32017;32017;81963.52;81963.52;-4.19663171725296;5.6;2826.36459380954;-2132.40366055533;-240.449285569334;14.4015999976546;"FM";"1";0;0;0;0;0;42.1151999908034;"FM";"1";0;0;0;0;0;0;57.8906000009738
HE_18_1_L;"1";1;2993928;2993928;7664455.68;7664455.68;-1.40166494666406;"1";0;1278.05059974584;1858.11990792245;0.377338792620801;4029.93204854979;1987.68995763875;1410.7653865979;1862.84123993965;0.315958239226988;5083.82649346898;3430.92780127949;1344.40799317187;1860.48057393105;-1.53523629693564;-212.343658963301;-7.55413122752034;212.477985684459;0.0613805533938131;184.715899988078;"1";0;0;0;0;0;0;[0.568466054693407, 0.564255854614526, 0.54479847815839, 0.545803071788054, 0.571683330341443, 0.569823570611477, 0.549147241170436, 0.544442700201708, 0.53658001647446];[28, 27.2, 27.2, 28, 27.2, 27.2, 27.2, 28, 27.2];[59.2, 59.2, 57.6, 59.2, 57.6, 56, 59.2, 57.6, 59.2];5.79819999984466;"1";0;0;0;0;0;0;0;0;0;2.78070001513697;"1";1;33055;33055;84620.8;84620.8;-4.58057230344179;5.6;2826.69412796854;-2174.986852216;-262.447460741733;10.9120999986771;"FM";"1";0;0;0;0;0;70.3374999866355;"FM";"1";0;0;0;0;0;0;31.8674999871291
HE_17_1_L;"1";1;2992908;2992908;7661844.48;7661844.48;-1.54809879485014;"1";0;1266.41771997536;1872.06418093389;0.231051558552443;4029.86481934304;1987.78366345304;1400.26127582907;1876.44528485886;0.144110749268452;5081.27926692527;3429.97860809485;1333.33949790221;1874.25473289638;-1.53807498888708;-214.14968936594;-7.00976627995551;214.264384065173;0.0869408092839905;100.301400001626;"1";0;0;0;0;0;0;[0.545342215049645, 0.548429010715002, 0.52205412484577, 0.542127391714227, 0.524676533141883, 0.558099840335636, 0.568043782352647, 0.578083964810509, 0.517675083316346];[27.2, 28, 27.2, 28.8, 28, 27.2, 27.2, 28, 27.2];[57.6, 59.2, 57.6, 60.8, 57.6, 57.6, 60.8, 56, 57.6];2.14810000034049;"1";0;0;0;0;0;0;0;0;0;5.35269998363219;"1";1;33449;33449;85629.44;85629.44;-4.99330248957091;5.6;2857.52040419744;-2166.4862925648;-286.09515848458;12.3342000006232;"FM";"1";0;0;0;0;0;47.3334999987856;"FM";"1";0;0;0;0;0;0;55.987500003539
HE_18_4_L;"1";1;2988952;2988952;7651717.12;7651717.12;-1.46981318061744;"1";0;1271.69473765646;1861.98486236515;0.303751627816715;4029.97164706052;1987.13779402271;1405.47176527755;1865.91718773266;0.237518495710152;5082.84771468142;3433.06028592305;1338.58325146701;1863.9510250489;-1.54141016493317;-214.04324419374;-6.29172058800614;214.135695606637;0.0662331321065637;249.499300000025;"1";0;0;0;0;0;0;[0.550511018546293, 0.524800445637377, 0.533167676613453, 0.525745509924616, 0.572012433714725, 0.518708160773754, 0.551422131873931, 0.562789902626351, 0.521365733827205];[27.2, 25.6, 24.8, 24, 24.8, 25.6, 24.8, 24.8, 25.6];[60.8, 59.2, 60.8, 62.4, 60.8, 59.2, 62.4, 59.2, 60.8];2.73189999279566;"1";0;0;0;0;0;0;0;0;0;2.95879997429438;"1";1;35803;35803;91655.68;91655.68;-5.30061974094048;5.6;2836.29523782923;-2241.96354495433;-303.703139959617;15.3787000162993;"FM";"1";0;0;0;0;0;35.1331999991089;"FM";"1";0;0;0;0;0;0;55.6456000194885
HE_18_2_L;"1";1;2991190;2991190;7657446.4;7657446.4;-1.49575533292495;"1";0;1283.47597785741;1850.91736862124;0.283261159535352;4029.84881968704;1987.22393040898;1416.03501247039;1854.28172924855;0.181079432486488;5082.5909108597;3431.38590510809;1349.7554951639;1852.59954893489;-1.54542168120485;-212.09445538077;-5.38297700369803;212.162754612321;0.102181727048864;147.453200013842;"1";0;0;0;0;0;0;[0.584992598617372, 0.56772138188155, 0.553746690675722, 0.586860162327029, 0.552194379766224, 0.588168730190491, 0.53492167522981, 0.588759699085283, 0.517280485925177];[27.2, 27.2, 24.8, 28, 27.2, 28, 25.6, 26.4, 26.4];[56, 57.6, 59.2, 57.6, 59.2, 60.8, 57.6, 56, 59.2];2.36529999529012;"1";0;0;0;0;0;0;0;0;0;2.20399998943321;"1";1;32281;32281;82639.36;82639.36;-4.48885020500211;5.6;2805.85756327251;-2162.26292865772;-257.192171613056;23.6229999864008;"FM";"1";0;0;0;0;0;65.7950000022538;"FM";"1";0;0;0;0;0;0;55.2848000079393
HE_17_4_L;"1";1;2988209;2988209;7649815.04;7649815.04;-1.17813811316888;"1";0;1255.41275827882;1870.65914325127;0.610449735825226;4029.37311526994;1987.56570484931;1388.46776042157;1874.55470978391;0.515247530082747;5077.68454769635;3431.59319591654;1321.94025935019;1872.60692651759;-1.54152682202349;-212.888003428402;-6.23290645223024;212.979226983698;0.0952022057424785;251.029900013236;"1";0;0;0;0;0;0;[0.544780698421189, 0.541110768545145, 0.550014626321665, 0.572450182554431, 0.567889336741566, 0.528075166750644, 0.558570431438901, 0.528129420982851, 0.534876696903075];[26.4, 25.6, 25.6, 28, 27.2, 24.8, 24.8, 24.8, 27.2];[59.2, 59.2, 59.2, 59.2, 59.2, 57.6, 59.2, 57.6, 59.2];5.38889999734238;"1";0;0;0;0;0;0;0;0;0;3.43189999694005;"1";1;35712;35712;91422.72;91422.72;-4.96030903457337;5.6;2849.21572580645;-2214.88951612903;-284.204772761666;16.0100000211969;"FM";"1";0;0;0;0;0;35.6507000105921;"FM";"1";0;0;0;0;0;0;88.7198999989778
HE_18_3_L;"1";1;2990758;2990758;7656340.48;7656340.48;-1.15048440974994;"1";0;1273.83925853453;1870.9303717343;0.626022790138146;4030.08401631692;1987.47781527298;1407.05652920332;1876.16005633201;0.523400282763934;5080.78689074664;3432.53039933503;1340.44789386893;1873.54521403316;-1.53155966799429;-213.147633070066;-8.36749535633644;213.311810413558;0.102622507374212;202.290100016398;"1";0;0;0;0;0;0;[0.524272971554158, 0.561977735779666, 0.562775616717681, 0.565527437659257, 0.579140469393617, 0.561104130842216, 0.560654259352589, 0.57053803368424, 0.558869305158849];[26.4, 28, 26.4, 27.2, 27.2, 27.2, 26.4, 26.4, 27.2];[60.8, 59.2, 60.8, 60.8, 64, 60.8, 62.4, 60.8, 60.8];3.35869999253191;"1";0;0;0;0;0;0;0;0;0;1.49360002251342;"1";1;35823;35823;91706.88;91706.88;-4.84260984010831;5.6;2852.96226446696;-2244.25952041984;-277.461105666729;13.2111999846529;"FM";"1";0;0;0;0;0;58.4091999917291;"FM";"1";0;0;0;0;0;0;100.444500014419
HE_17_3_L;"1";1;2989371;2989371;7652789.76;7652789.76;-1.44252321220372;"1";0;1255.41183551107;1879.65295970897;0.335347001268675;4029.67339594904;1987.4254034536;1388.10647717522;1884.64946556458;0.202992232674355;5085.21614471842;3431.84745168861;1321.75915634315;1882.15121263677;-1.533159943057;-212.31142666264;-7.9944093689639;212.461884752734;0.13235476859432;161.373700015247;"1";0;0;0;0;0;0;[0.547970207945938, 0.54035100827878, 0.510665611570572, 0.523809138661421, 0.552204444728667, 0.564293938584364, 0.565303769945944, 0.573786318368119, 0.545920892060347];[27.2, 27.2, 27.2, 27.2, 28, 28, 27.2, 28, 27.2];[59.2, 57.6, 57.6, 60.8, 59.2, 59.2, 57.6, 59.2, 60.8];12.4981999979354;"1";0;0;0;0;0;0;0;0;0;2.85119999898598;"1";1;35979;35979;92106.24;92106.24;-5.01654425247472;5.6;2880.20976680842;-2211.93545123544;-287.426813407412;14.1718999948353;"FM";"1";0;0;0;0;0;68.0401000136044;"FM";"1";0;0;0;0;0;0;46.7114000057336
HE_15_3_L;"1";1;2992806;2992806;7661583.36;7661583.36;-1.52929710832972;"1";0;1266.88053547561;1886.78687928929;0.255572111781619;4029.13117543509;1987.74968673142;1399.04802303154;1890.10624932888;0.185095292038895;5080.79409978356;3433.03559231636;1332.96427925357;1888.44656430909;-1.54568672942207;-211.467980089494;-5.3109920633342;211.534662029246;0.0704768197427238;255.428599979496;"1";0;0;0;0;0;0;[0.529702303409933, 0.532723399130492, 0.541256320123559, 0.557170280896988, 0.545522032515577, 0.557825498548852, 0.549382611635237, 0.563142198196788, 0.512152394606433];[26.4, 27.2, 27.2, 26.4, 27.2, 28, 27.2, 27.2, 27.2];[56, 57.6, 56, 57.6, 56, 57.6, 59.2, 57.6, 56];10.7246999978088;"1";0;0;0;0;0;0;0;0;0;8.68200001423247;"1";1;32898;32898;84218.88;84218.88;-4.61386046159146;5.6;2868.42361237765;-2152.65297586479;-264.354731711473;7.46090000029653;"FM";"1";0;0;0;0;0;42.1249000064563;"FM";"1";0;0;0;0;0;0;27.5423999992199
HE_16_3_L;"1";1;2993678;2993678;7663815.68;7663815.68;-1.35029264905572;"1";0;1276.46335844141;1876.25497569804;0.434308298129049;4029.0665083698;1987.83229401546;1409.22568828323;1880.44058880547;0.361106167496699;5080.53650656296;3434.29374074608;1342.84452336232;1878.34778225176;-1.53927965212486;-212.419727746907;-6.69698097189103;212.52526976858;0.0732021306323503;184.886500006542;"1";0;0;0;0;0;0;[0.52609266678639, 0.548849023554435, 0.508593978815755, 0.521019676870977, 0.544079974985646, 0.54855987138666, 0.544996331989716, 0.543202142444734, 0.511126013304052];[26.4, 26.4, 26.4, 27.2, 27.2, 27.2, 26.4, 27.2, 27.2];[56, 57.6, 56, 56, 57.6, 57.6, 56, 59.2, 57.6];2.42199999047443;"1";0;0;0;0;0;0;0;0;0;3.64680000348017;"1";1;32849;32849;84093.44;84093.44;-4.55349607736435;5.6;2856.08553076197;-2167.10665164845;-260.896107262353;21.7185000074096;"FM";"1";0;0;0;0;0;72.5183000031393;"FM";"1";0;0;0;0;0;0;32.689699990442
HE_16_4_L;"1";1;2992040;2992040;7659622.4;7659622.4;-1.47268731232753;"1";0;1281.05720309657;1867.09988987068;0.323325881669564;4028.83774043511;1988.38899222746;1413.88519519846;1872.21560377106;0.269349691157475;5082.82091414477;3433.60582544734;1347.47119914751;1869.65774682087;-1.53230152864436;-212.524787363024;-8.18514224059836;212.682349519647;0.0539761905120891;234.256700001424;"1";0;0;0;0;0;0;[0.50832930570742, 0.563699267632025, 0.523703647061466, 0.532836566866774, 0.534966128663732, 0.540755208186887, 0.520444409976867, 0.535485923435851, 0.458449517751063];[27.2, 27.2, 27.2, 26.4, 26.4, 27.2, 26.4, 26.4, 26.4];[57.6, 59.2, 57.6, 54.4, 56, 57.6, 56, 56, 57.6];2.06339999567717;"1";0;0;0;0;0;0;0;0;0;1.22460001148283;"1";1;32533;32533;83284.48;83284.48;-5.04751264326458;5.6;2855.17007346387;-2165.36828451111;-289.201171497983;8.13170001492836;"FM";"1";0;0;0;0;0;61.5899999975227;"FM";"1";0;0;0;0;0;0;39.9410999962129
HE_15_4_L;"1";1;2991564;2991564;7658403.84;7658403.84;-1.19931151327602;"1";0;1273.42167513419;1878.99669895698;0.592254020554852;4028.78634271187;1987.86275442801;1405.2505336856;1881.14609240592;0.495059004488499;5078.25038031091;3433.23519052484;1339.3361044099;1880.07139568145;-1.55449334850801;-210.926173682266;-3.43902951830605;210.954207514971;0.0971950160663523;145.579900010489;"1";0;0;0;0;0;0;[0.542138424681089, 0.573519130936801, 0.588884365170568, 0.579882598979348, 0.573399815785374, 0.584909608082915, 0.583008445653029, 0.645873070878645, 0.6018482927826];[25.6, 27.2, 26.4, 28, 28.8, 27.2, 26.4, 27.2, 27.2];[56, 56, 57.6, 56, 60.8, 56, 56, 57.6, 56];2.82279998646118;"1";0;0;0;0;0;0;0;0;0;4.29189999704249;"1";1;32073;32073;82106.88;82106.88;-4.50896808134364;5.6;2863.0047204814;-2140.96886477723;-258.344841020191;22.8191999776755;"FM";"1";0;0;0;0;0;85.3878000052646;"FM";"1";0;0;0;0;0;0;52.6668000093196
