;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. *Cumulative Area (um)(FM);7. circularity (FM);8. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. *Cumulative Area (um)(FM);8. circularity (FM);9. Inspection Time
HE_10_16_L;"1";1;2992648;2992648;7661178.88;7661178.88;-1.35711634891672;"1";0;1277.48816523713;1920.91326359917;0.418213277026269;4029.36004062873;1986.90034985285;1407.74290512281;1927.05536706344;0.291512350521648;5079.36051818455;3429.80448664497;1342.61553517997;1923.98431533131;-1.52367668181418;-208.407583817091;-9.82736554281946;208.639157652608;0.126700926504621;168.003099999623;"1";0;0;0;0;0;0;[0.633397860511744, 0.652832061672634, 0.635287164919451, 0.642510329226258, 0.650724504760683, 0.678412503882865, 0.638099062137164, 0.671483760541051, 0.64965789304948];[28, 27.2, 27.2, 28, 27.2, 27.2, 26.4, 27.2, 27.2];[65.6, 64, 65.6, 64, 62.4, 67.2, 65.6, 67.2, 62.4];3.86129997787066;"1";0;0;0;0;0;0;0;0;0;2.75009998586029;"1";1;32439;32439;83043.84;83043.84;-4.96222446263906;5.6;2910.14460371775;-2168.61205339252;-284.314518705791;12.6772999938112;"FM";"1";0;0;0;0;0;45.2196999976877;"FM";"1";0;0;0;0;0;0;35.0078000046778
HE_7_16_L;"1";1;2992942;2992942;7661931.52;7661931.52;-1.4894991976459;"1";0;1260.4626941066;1938.26884239296;0.29465870772039;4029.36294932979;1987.47431491185;1389.85104817518;1941.46345511052;0.219728522180038;5078.44970016253;3427.48612665826;1325.15687114089;1939.86614875174;-1.54611123182684;-207.02136650972;-5.11138034809337;207.084457168119;0.0749301855403529;124.68040001113;"1";0;0;0;0;0;0;[0.629476201707244, 0.609192042899399, 0.603798323777536, 0.630357318151526, 0.671669231929261, 0.605089802536209, 0.618358513897422, 0.639719588520945, 0.607873752980427];[28, 27.2, 28.8, 30.4, 29.6, 26.4, 26.4, 28.8, 27.2];[62.4, 62.4, 64, 62.4, 62.4, 62.4, 64, 64, 62.4];3.76120000146329;"1";0;0;0;0;0;0;0;0;0;2.87270001717843;"1";1;32396;32396;82933.76;82933.76;-4.83728180278086;5.6;2945.64198049142;-2133.47104580812;-277.155831614777;11.270599992713;"FM";"1";0;0;0;0;0;38.1804000062402;"FM";"1";0;0;0;0;0;0;51.2027000077069
HE_8_15_L;"1";1;2994503;2994503;7665927.68;7665927.68;-1.41751006654471;"1";0;1266.04695772932;1933.39733378122;0.361874313431942;4029.46380792587;1987.47299712832;1398.62499353075;1937.64613291792;0.256798677399632;5080.74100068477;3432.38168216542;1332.33597563003;1935.52173334957;-1.5387597572516;-212.124857282288;-6.79807861872287;212.233760155959;0.10507563603231;139.639500004705;"1";0;0;0;0;0;0;[0.584043467420409, 0.641161482900129, 0.616170099152149, 0.627665638250943, 0.666368691078081, 0.63951689868028, 0.616178637854883, 0.629176339603643, 0.59896816421834];[28.8, 28.8, 30.4, 30.4, 30.4, 29.6, 26.4, 30.4, 27.2];[64, 64, 64, 64, 64, 60.8, 64, 64, 64];3.62579998909496;"1";0;0;0;0;0;0;0;0;0;2.25449999561533;"1";1;32445;32445;83059.2;83059.2;-4.7262050112171;5.6;2927.99901371552;-2147.10181537987;-270.79160025632;15.4755999974441;"FM";"1";0;0;0;0;0;75.6379000085872;"FM";"1";0;0;0;0;0;0;46.7717999999877
HE_8_16_L;"1";1;2992992;2992992;7662059.52;7662059.52;-1.46056742257123;"1";0;1271.27528024236;1922.82866433262;0.31350582705584;4029.31084521573;1986.7504852394;1402.9385899158;1928.56194383322;0.257988350871902;5080.66608741164;3430.65069409889;1337.10693507908;1925.69530408292;-1.52727881322728;-210.661295477505;-9.17324720097095;210.860925437766;0.0555174761839375;137.943699985044;"1";0;0;0;0;0;0;[0.655939083824898, 0.601933951102194, 0.588562649352508, 0.656786501306215, 0.625655592067868, 0.635954939331705, 0.595028384780597, 0.607460991870515, 0.628144824805514];[26.4, 27.2, 26.4, 27.2, 26.4, 26.4, 26.4, 26.4, 27.2];[64, 64, 62.4, 65.6, 62.4, 65.6, 62.4, 62.4, 65.6];6.57660001888871;"1";0;0;0;0;0;0;0;0;0;6.27230000100099;"1";1;32308;32308;82708.48;82708.48;-4.90616404986748;5.6;2919.37962114647;-2150.68906772316;-281.102493656218;11.8047000141814;"FM";"1";0;0;0;0;0;41.225699998904;"FM";"1";0;0;0;0;0;0;40.7145000062883
HE_6_15_L;"1";1;2995188;2995188;7667681.28;7667681.28;-1.40076095436282;"1";0;1266.97783646703;1936.81122717631;0.381769473998102;4029.63932779057;1987.66805279052;1399.68922710651;1940.44154221025;0.311123828354647;5080.14763043358;3432.10253827496;1333.33353178677;1938.62638469328;-1.54344818502241;-212.338225023179;-5.80850405430829;212.417655870088;0.0706456456434546;145.446000009542;"1";0;0;0;0;0;0;[0.635693018194556, 0.64348075416641, 0.637975471519993, 0.614902268481536, 0.6378306288678, 0.662900527176269, 0.631077462375057, 0.620701033433797, 0.617948597031751];[28.8, 28.8, 31.2, 28.8, 30.4, 28, 26.4, 30.4, 30.4];[64, 65.6, 65.6, 62.4, 65.6, 64, 62.4, 67.2, 64];4.78640000801533;"1";0;0;0;0;0;0;0;0;0;1.94960000226274;"1";1;32086;32086;82140.16;82140.16;-5.05932813754356;5.6;2932.84986598516;-2143.46259427788;-289.878149453029;12.99860002473;"FM";"1";0;0;0;0;0;39.7440000087954;"FM";"1";0;0;0;0;0;0;61.6869999794289
HE_6_16_L;"1";1;2994940;2994940;7667046.4;7667046.4;-1.44565239549016;"1";0;1270.33354851486;1926.9522821319;0.337949859764627;4030.18121936513;1987.51511250384;1401.97251098695;1930.83181160398;0.218171127070913;5084.25785324017;3428.31199183071;1336.15302975091;1928.89204686794;-1.54133387274431;-210.622339955339;-6.20724715531396;210.713786937423;0.119778732693713;125.159000017447;"1";0;0;0;0;0;0;[0.635325496412417, 0.635463134886858, 0.615796777308979, 0.647790979566643, 0.663257439095792, 0.640820734491902, 0.66080816797754, 0.63437912582827, 0.627087127457153];[28, 27.2, 26.4, 26.4, 26.4, 26.4, 26.4, 26.4, 26.4];[64, 68.8, 65.6, 67.2, 67.2, 65.6, 64, 67.2, 65.6];4.7846999950707;"1";0;0;0;0;0;0;0;0;0;1.88630001503043;"1";1;31610;31610;80921.6;80921.6;-4.85351976859055;5.6;2918.96822524518;-2130.4398354951;-278.08619852355;11.6482999874279;"FM";"1";0;0;0;0;0;43.5529999958817;"FM";"1";0;0;0;0;0;0;29.4976999866776
HE_5_16_L;"1";1;2992889;2992889;7661795.84;7661795.84;-1.31975593633305;"1";0;1262.90952645871;1937.61548509193;0.467270064167783;4029.4757202337;1987.27963052943;1393.15861438935;1942.93707418209;0.290285216847943;5077.55871126305;3424.88899266882;1328.03407042403;1940.27627963701;-1.529962022042;-208.398540689024;-8.51454254425153;208.572407561625;0.17698484731984;141.097300016554;"1";0;0;0;0;0;0;[0.633102048699971, 0.633381794145554, 0.662303801096348, 0.659170195416365, 0.652846128391208, 0.654709329948839, 0.646712764005182, 0.649623582040387, 0.641628152247194];[30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 29.6, 30.4, 27.2];[62.4, 62.4, 67.2, 64, 65.6, 62.4, 60.8, 64, 64];10.595400002785;"1";0;0;0;0;0;0;0;0;0;3.43889999203384;"1";1;32000;32000;81920;81920;-4.65207904928227;5.6;2951.828;-2124.0245;-266.544495485106;9.95539998984896;"FM";"1";0;0;0;0;0;37.2438999766018;"FM";"1";0;0;0;0;0;0;44.7380999976303
HE_4_16_L;"1";1;2993946;2993946;7664501.76;7664501.76;-1.45097356111827;"1";0;1275.08755813264;1926.48467025488;0.328612385005432;4029.81443789322;1987.2303038391;1406.93756834209;1931.91939274481;0.221298065267836;5083.10501213047;3427.12759367871;1341.01256323737;1929.20203149984;-1.52960067012958;-210.960016335117;-8.69555598389161;211.139151239134;0.107314319737596;128.730299999006;"1";0;0;0;0;0;0;[0.622436435636991, 0.638058689708374, 0.578601941513421, 0.661024815385347, 0.60253328206236, 0.64286943477776, 0.656464084967334, 0.62861976817279, 0.599615726542169];[28, 30.4, 27.2, 30.4, 27.2, 30.4, 27.2, 27.2, 26.4];[64, 65.6, 62.4, 64, 65.6, 64, 64, 65.6, 64];5.91189999249764;"1";0;0;0;0;0;0;0;0;0;4.93870000354946;"1";1;31917;31917;81707.52;81707.52;-4.74945168430867;5.6;2934.48291506094;-2140.10083654479;-272.123536512187;17.5305999873672;"FM";"1";0;0;0;0;0;41.0421999986283;"FM";"1";0;0;0;0;0;0;37.8509000001941
HE_3_16_L;"1";1;2992543;2992543;7660910.08;7660910.08;-1.4428529294633;"1";0;1260.53313955372;1937.88061259483;0.347004725520669;4029.40928986543;1987.09227345907;1391.82159013367;1941.67577939412;0.225038658446098;5079.1283996861;3427.55679946052;1326.17736484369;1939.77819599447;-1.54189728650008;-210.061520927923;-6.07226687887523;210.149268377505;0.121966067074571;138.10260000173;"1";0;0;0;0;0;0;[0.627282801017298, 0.577040021167024, 0.636725815906827, 0.629533110807524, 0.635268680445453, 0.664372474359912, 0.656554114465998, 0.638815002787325, 0.605353628618641];[27.2, 26.4, 30.4, 31.2, 30.4, 30.4, 30.4, 30.4, 25.6];[65.6, 62.4, 64, 64, 62.4, 64, 62.4, 64, 64];1.82560001849197;"1";0;0;0;0;0;0;0;0;0;1.92839998635463;"1";1;31941;31941;81768.96;81768.96;-4.55516538474962;5.6;2946.44641056949;-2117.46753075984;-260.991751530239;11.8712999974377;"FM";"1";0;0;0;0;0;55.2581000083592;"FM";"1";0;0;0;0;0;0;69.4319999893196
HE_4_15_L;"1";1;2995275;2995275;7667904;7667904;-1.34387144668938;"1";0;1268.48731590274;1938.42923947906;0.438093397458959;4029.74247305438;1987.81687939912;1400.9146189785;1942.68002795469;0.366770844641782;5084.45857597707;3433.29809419589;1334.70096744062;1940.55463371687;-1.5387083105899;-211.88368492121;-6.80126156100232;211.99281378059;0.0713225528171775;136.092800006736;"1";0;0;0;0;0;0;[0.610707434758276, 0.624187098390087, 0.599001522016512, 0.628474028412961, 0.642943691984309, 0.646637265369807, 0.623209877862178, 0.595518610136269, 0.590352906713112];[29.6, 28, 30.4, 31.2, 27.2, 30.4, 29.6, 29.6, 27.2];[64, 64, 62.4, 65.6, 64, 62.4, 60.8, 64, 64];3.56479999027215;"1";0;0;0;0;0;0;0;0;0;2.22490000305697;"1";1;32334;32334;82775.04;82775.04;-4.74664837014199;5.6;2957.67066246057;-2141.66799035071;-271.962918441787;11.8623000162188;"FM";"1";0;0;0;0;0;42.7525000122841;"FM";"1";0;0;0;0;0;0;41.9876000087243
HE_2_15_L;"1";1;2995796;2995796;7669237.76;7669237.76;-1.47194060074931;"1";0;1270.3630108465;1936.88112065697;0.31135082731077;4029.97745669727;1987.78013322977;1402.49032693403;1941.035500018;0.258318361363732;5081.37695319828;3433.48769277801;1336.42666889027;1938.95831033748;-1.5393644377002;-211.403705740032;-6.64700697764929;211.508178334501;0.0530324659470381;126.402900001267;"1";0;0;0;0;0;0;[0.632900253038537, 0.64406334269827, 0.606425753858612, 0.668911902567802, 0.635417734616411, 0.646753508078612, 0.630512239567802, 0.631726191687529, 0.64189141314577];[30.4, 31.2, 31.2, 30.4, 29.6, 30.4, 29.6, 30.4, 31.2];[64, 65.6, 64, 67.2, 62.4, 65.6, 62.4, 65.6, 65.6];2.40379999740981;"1";0;0;0;0;0;0;0;0;0;3.66710001253523;"1";1;32149;32149;82301.44;82301.44;-4.75752175549532;5.6;2951.94251765218;-2138.61427727146;-272.585917531552;27.7270000078715;"FM";"1";0;0;0;0;0;44.8244000144769;"FM";"1";0;0;0;0;0;0;26.9956999982242
HE_2_16_L;"1";1;2992722;2992722;7661368.32;7661368.32;-1.48514158535076;"1";0;1278.49122766561;1926.0239965957;0.298823427065923;4029.62643420401;1987.19973410175;1406.2445071609;1931.40578509084;0.199407611836036;5084.78681162338;3430.10543355268;1342.36786741325;1928.71489084327;-1.52869479851211;-204.405247192464;-8.61086159222432;204.58653918861;0.0994158152298869;133.669100003317;"1";0;0;0;0;0;0;[0.640702948197972, 0.599961340126014, 0.660921244386033, 0.619873115606949, 0.699159396617525, 0.595084056114839, 0.639116072953037, 0.669560113035569, 0.613750901742312];[29.6, 27.2, 31.2, 27.2, 30.4, 26.4, 29.6, 30.4, 26.4];[65.6, 62.4, 65.6, 64, 64, 65.6, 62.4, 64, 65.6];2.41529999766499;"1";0;0;0;0;0;0;0;0;0;3.10079997871071;"1";1;31866;31866;81576.96;81576.96;-4.93057897273897;5.6;2924.27108516915;-2149.53768907299;-282.501365693892;9.82440001098439;"FM";"72";1;20.8;20.8;125.44;0.246812362747229;39.1560999851208;"FM";"1";1;20.8;0;20.8;125.44;0.246812362747229;32.5328999897465
HE_1_16_L;"1";1;2991865;2991865;7659174.4;7659174.4;-1.45338078983713;"1";0;1253.47670772331;1938.32673787837;0.326798573984897;4029.17626934564;1986.9475513191;1394.91787932485;1941.07967044432;0.259857323046564;5081.60296118915;3429.74480990735;1324.19729352408;1939.70320416134;-1.55133533826839;-226.305874562459;-4.40469210550509;226.348735746466;0.0669412509383338;170.961900003022;"1";0;0;0;0;0;0;[0.639045917203006, 0.600948112711988, 0.607276928314308, 0.600631109296796, 0.604372790381394, 0.6112498919978, 0.569876921690595, 0.576172355642167, 0.599084476650756];[30.4, 30.4, 27.2, 27.2, 26.4, 26.4, 27.2, 26.4, 26.4];[62.4, 64, 64, 62.4, 65.6, 65.6, 65.6, 64, 64];4.81679997756146;"1";0;0;0;0;0;0;0;0;0;3.51529999170452;"1";1;32169;32169;82352.64;82352.64;-4.84657532156243;5.6;2952.66454039603;-2114.18182722497;-277.688311017787;6.37109999661334;"FM";"1";0;0;0;0;0;35.9427999937907;"FM";"1";0;0;0;0;0;0;32.1731999865733
HE_2_2_L;"1";1;2984926;2984926;7641410.56;7641410.56;-1.44287786926197;"1";0;1275.40599272759;1849.89730856731;0.32977323915925;4029.47762462216;1986.7060316145;1408.18524359696;1853.27342844116;0.249788754288922;5084.76635071805;3430.89409775328;1341.79561816228;1851.58536850424;-1.54537524203443;-212.446801390993;-5.40179179814695;212.515464792317;0.0799844848703277;118.299900001148;"1";0;0;0;0;0;0;[0.735385512889979, 0.719001952888528, 0.713637493300259, 0.71020111581857, 0.729082395300573, 0.724471265530482, 0.800775157508251, 0.762134424170469, 0.8206336847289];[25.6, 26.4, 30.4, 28.8, 28, 27.2, 27.2, 27.2, 31.2];[67.2, 65.6, 67.2, 72, 68.8, 68.8, 73.6, 70.4, 70.4];7.72870000218973;"1";0;0;0;0;0;0;0;0;0;5.33829999039881;"1";1;33668;33668;86190.08;86190.08;-5.00390225180974;5.6;2822.3701556374;-2188.55725317809;-286.702480124707;19.915500015486;"FM";"1";0;0;0;0;0;79.0186999947764;"FM";"1";0;0;0;0;0;0;40.3378999908455
HE_2_1_L;"1";1;2988498;2988498;7650554.88;7650554.88;-1.34743154982041;"1";0;1271.73350277762;1853.6832238491;0.419907901978057;4029.38271331657;1987.16054087325;1404.15688208581;1856.63561943836;0.310822725752872;5082.38043737731;3431.18536010034;1337.94519243171;1855.15942164373;-1.548504896342;-211.877406893099;-4.72383294281062;211.930059570169;0.109085176225185;124.977500003297;"1";0;0;0;0;0;0;[0.746152959809075, 0.680507659136062, 0.764294399808041, 0.725885529080075, 0.784244851087466, 0.709012954712123, 0.771861876310663, 0.773475745754337, 0.831797192175934];[28.8, 26.4, 31.2, 28.8, 30.4, 31.2, 31.2, 31.2, 31.2];[72, 67.2, 70.4, 68.8, 68.8, 68.8, 68.8, 70.4, 72];10.6463999836706;"1";0;0;0;0;0;0;0;0;0;2.97870000940748;"1";1;33563;33563;85921.28;85921.28;-4.75794333752726;5.6;2814.34460566695;-2183.46922503948;-272.610072402701;17.5953000143636;"FM";"1";0;0;0;0;0;81.0157000087202;"FM";"1";0;0;0;0;0;0;34.941699996125
HE_1_2_L;"1";1;2983888;2983888;7638753.28;7638753.28;-1.33276894087725;"1";0;1262.8742031164;1857.8501612577;0.447563473166252;4029.2939055201;1986.73521220782;1395.08365790267;1860.66494103188;0.367562155398129;5083.42039840443;3430.10378535752;1328.97893050954;1859.25755114479;-1.54950923652905;-211.535127658027;-4.50364763868602;211.583064245112;0.0800013177681231;174.214200000279;"1";0;0;0;0;0;0;[0.746867688454329, 0.751678032164588, 0.765199657138519, 0.687880193511185, 0.695587709335936, 0.740949558481042, 0.771634118068046, 0.731262529150046, 0.796052433682977];[30.4, 31.2, 30.4, 30.4, 28, 30.4, 31.2, 27.2, 30.4];[68.8, 65.6, 68.8, 68.8, 70.4, 68.8, 70.4, 67.2, 70.4];5.39159998879768;"1";0;0;0;0;0;0;0;0;0;3.28780000563711;"1";1;34928;34928;89415.68;89415.68;-5.13594557164751;5.6;2812.07558405864;-2211.5220338983;-294.268005064307;26.9594000128563;"FM";"1";0;0;0;0;0;51.7495999811217;"FM";"1";0;0;0;0;0;0;77.4786999973003
HE_1_1_L;"1";1;2987560;2987560;7648153.6;7648153.6;-1.23290559505243;"1";0;1257.51104969463;1871.01148806412;0.541891520107304;4029.85143282494;1987.37001630357;1390.75604798587;1873.57661460987;0.41611026622366;5082.7321789182;3430.74748997087;1324.13354884025;1872.294051337;-1.55154750122614;-213.191997265987;-4.10420247320326;213.231499024421;0.125781253883644;155.525300011504;"1";0;0;0;0;0;0;[0.717202244926319, 0.73482414536779, 0.702772248577301, 0.708754444291786, 0.704442988868133, 0.751171229872637, 0.774598729325555, 0.795149750308855, 0.705565347653479];[31.2, 30.4, 31.2, 28, 28.8, 30.4, 32, 30.4, 31.2];[67.2, 68.8, 67.2, 67.2, 68.8, 68.8, 67.2, 70.4, 67.2];7.89209999493323;"1";0;0;0;0;0;0;0;0;0;4.71059998380952;"1";1;34066;34066;87208.96;87208.96;-4.39809868423848;5.6;2799.14180708037;-2185.22270885927;-251.992492488905;12.48529998702;"FM";"1";0;0;0;0;0;77.7170999790542;"FM";"1";0;0;0;0;0;0;82.7427000040188
HE_4_1_L;"1";1;2983182;2983182;7636945.92;7636945.92;-1.22527654300676;"1";0;1263.80960241269;1849.73728223687;0.547111565662139;4029.06997346687;1987.18715514081;1397.06895518998;1853.72429699152;0.464736082948608;5088.96714365759;3441.401297517;1330.43927880134;1851.7307896142;-1.54088603802985;-213.214964443661;-6.37922360744196;213.310373766832;0.0823754827135314;137.386399990646;"1";0;0;0;0;0;0;[0.648935152221277, 0.641441856532473, 0.643014429537852, 0.671360914529139, 0.730876356639453, 0.658217197964529, 0.675876944936977, 0.749440677689648, 0.751676408514544];[28, 29.6, 28.8, 28.8, 30.4, 29.6, 29.6, 29.6, 29.6];[62.4, 62.4, 65.6, 67.2, 65.6, 64, 64, 65.6, 64];12.5534000108019;"1";0;0;0;0;0;0;0;0;0;10.6310999835841;"1";1;35038;35038;89697.28;89697.28;-5.35560133508091;5.6;2853.90335064787;-2202.44776528341;-306.853353254765;10.1122000196483;"FM";"1";0;0;0;0;0;68.4354999975767;"FM";"1";0;0;0;0;0;0;47.9571999749169
HE_3_2_L;"1";1;2987403;2987403;7647751.68;7647751.68;-1.35278119374903;"1";0;1259.20582548396;1852.78110859255;0.427544234286332;4028.94455017405;1986.81892761206;1391.58240224254;1854.3671959634;0.329247446283453;5084.88176797366;3429.26463083093;1325.39411386325;1853.57415227798;-1.55881526853729;-211.802522813734;-2.53773979336038;211.817725399744;0.0982967880028786;169.398099998944;"1";0;0;0;0;0;0;[0.706926947777778, 0.724097657827622, 0.749119918161657, 0.762089967787426, 0.714187076428432, 0.697898378689965, 0.770826359468246, 0.746224972692522, 0.725592612755856];[27.2, 31.2, 32, 31.2, 31.2, 27.2, 31.2, 31.2, 26.4];[70.4, 65.6, 68.8, 68.8, 65.6, 65.6, 67.2, 65.6, 67.2];3.4248000010848;"1";0;0;0;0;0;0;0;0;0;1.82619999395683;"1";1;32764;32764;83875.84;83875.84;-4.61876099723059;5.6;2809.26411915517;-2141.12049810768;-264.635511720948;21.0242999892216;"FM";"1";0;0;0;0;0;30.8234000112861;"FM";"1";0;0;0;0;0;0;61.3818000128958
HE_3_1_L;"1";1;2986261;2986261;7644828.16;7644828.16;-1.47769174302123;"1";0;1254.05675267044;1855.88485942677;0.29516839759867;4029.64222944921;1987.2444906809;1387.36120789804;1858.58170689736;0.209726007370144;5081.2963068687;3439.45380095971;1320.70898028424;1857.23328316206;-1.55056834842816;-213.287128364168;-4.31495595294473;213.330771270131;0.0854423902285253;166.732100013178;"1";0;0;0;0;0;0;[0.697660552638654, 0.73281397215493, 0.717061305794107, 0.708912940664451, 0.679300764214643, 0.690603698730803, 0.738134803847797, 0.763653387443723, 0.735900069898003];[29.6, 31.2, 31.2, 31.2, 28, 28, 28.8, 31.2, 27.2];[68.8, 67.2, 67.2, 67.2, 67.2, 65.6, 68.8, 68.8, 68.8];5.03160001244396;"1";0;0;0;0;0;0;0;0;0;1.84489999082871;"1";1;33678;33678;86215.68;86215.68;-4.42537105812024;5.6;2813.76357265871;-2152.91525625037;-253.555084409633;17.6363000064157;"FM";"1";0;0;0;0;0;31.2278999772388;"FM";"1";0;0;0;0;0;0;56.3570999947842
HE_6_2_L;"1";1;2982889;2982889;7636195.84;7636195.84;-1.39351031712626;"1";0;1261.39695411109;1849.19301727189;0.380705637915955;4029.17461652609;1987.14565142844;1397.04357837027;1851.03293563664;0.325191034783052;5090.97908659707;3434.85034177964;1329.22026624068;1850.11297645426;-1.55723310287402;-217.034598814692;-2.94386938360985;217.054563300572;0.0555146031329032;187.870000023395;"1";0;0;0;0;0;0;[0.72000588028216, 0.719616268672368, 0.726962800387113, 0.722174550612619, 0.713213701572967, 0.727048100085419, 0.75329422343924, 0.748083238137357, 0.774569924247012];[30.4, 30.4, 30.4, 27.2, 28.8, 30.4, 31.2, 30.4, 29.6];[62.4, 64, 65.6, 64, 64, 65.6, 65.6, 62.4, 64];3.53259997791611;"1";0;0;0;0;0;0;0;0;0;11.1501999781467;"1";1;33245;33245;85107.2;85107.2;-5.12437627307112;5.6;2832.04471048278;-2153.20795307565;-293.605133083953;10.4216000181623;"FM";"1";0;0;0;0;0;49.1122000094038;"FM";"1";0;0;0;0;0;0;58.6324000032619
HE_6_1_L;"1";1;2980314;2980314;7629603.84;7629603.84;-1.31361209549114;"1";0;1262.185452993;1854.26206765788;0.45399632489264;4028.76052211724;1987.1576795857;1394.04541711675;1858.23998879292;0.381286903714116;5091.89923506651;3442.07559601684;1328.11543505488;1856.2510282254;-1.54063770314613;-210.975942598003;-6.36467381605653;211.071924774236;0.0727094211785239;153.627299994696;"1";0;0;0;0;0;0;[0.723421389532129, 0.760131680244089, 0.707731672698138, 0.683551644389796, 0.722306752751814, 0.686441659474999, 0.715676390563319, 0.705710098375194, 0.762445732064819];[30.4, 29.6, 30.4, 29.6, 29.6, 30.4, 30.4, 29.6, 30.4];[65.6, 68.8, 65.6, 67.2, 60.8, 60.8, 67.2, 60.8, 67.2];3.26130000757985;"1";0;0;0;0;0;0;0;0;0;4.64269999065436;"1";1;35532;35532;90961.92;90961.92;-5.12856928924468;5.6;2848.61690870202;-2211.77232916807;-293.845375214129;23.5493999789469;"FM";"1";0;0;0;0;0;50.6622999964748;"FM";"1";0;0;0;0;0;0;44.9998000112828
HE_5_2_L;"1";1;2984864;2984864;7641251.84;7641251.84;-1.31244978387759;"1";0;1255.15086296066;1857.78955779534;0.470044646314631;4029.02155949249;1987.07247181373;1386.89483402864;1860.46172015204;0.431826609456367;5087.15200410212;3432.87690247459;1321.02284849465;1859.12563897369;-1.55051611220123;-210.790353708769;-4.27545977071604;210.833708815547;0.0382180368582646;202.737600018736;"1";0;0;0;0;0;0;[0.740038524804612, 0.784054758131648, 0.750427982704946, 0.796093540553837, 0.753784424683287, 0.773252385563688, 0.761063949996182, 0.792557776329894, 0.770144045639906];[30.4, 31.2, 30.4, 31.2, 28, 31.2, 31.2, 31.2, 31.2];[67.2, 65.6, 67.2, 67.2, 65.6, 70.4, 68.8, 68.8, 68.8];2.82190000871196;"1";0;0;0;0;0;0;0;0;0;4.44900000002235;"1";1;33433;33433;85588.48;85588.48;-4.46775056610287;5.6;2805.55077917028;-2155.62386863279;-255.983251354879;9.87680000253022;"FM";"1";0;0;0;0;0;49.933800008148;"FM";"1";0;0;0;0;0;0;64.2903000116348
HE_7_1_L;"1";1;2982404;2982404;7634954.24;7634954.24;-1.5537263571266;"1";0;1248.54797815489;1863.6760639901;0.21986407913946;4029.4274308497;1987.25231522747;1381.09511210142;1866.83154975185;0.11882038514583;5086.25820767636;3441.06294863737;1314.82154512816;1865.25380687098;-1.54699430447824;-212.075414314451;-5.04877721880475;212.135502705349;0.10104369399363;232.610300008673;"1";0;0;0;0;0;0;[0.708908259182, 0.702086269687773, 0.666689684837887, 0.724521206047668, 0.724066559704475, 0.746294141072347, 0.728130433874697, 0.781972323467093, 0.687607324399479];[31.2, 30.4, 28.8, 28.8, 30.4, 31.2, 31.2, 31.2, 32];[65.6, 70.4, 65.6, 70.4, 65.6, 70.4, 68.8, 68.8, 68.8];9.03069999185391;"1";0;0;0;0;0;0;0;0;0;2.52740000723861;"1";1;35742;35742;91499.52;91499.52;-5.32649877995381;5.6;2860.66847965978;-2194.63022774327;-305.185899672936;6.70719999470748;"FM";"1";0;0;0;0;0;28.0244000023231;"FM";"1";0;0;0;0;0;0;37.8217999823391
